RA,Fase,Turma,Ano nasc,Idade 22,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,INDE 22,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,Atingiu PV,IPV,IAN,Destaque IEG,Destaque IDA,Destaque IPV,ano_base,INDE 2023,Pedra 2023,Data de Nasc,Idade,Pedra 23,INDE 23,IPP,Mat,Por,Ing,INDE 2024,Pedra 2024,Avaliador5,Avaliador6,Escola,Ativo/ Inativo,Defasagem_final,Avaliador1_id,Avaliador2_id,Avaliador3_id,Avaliador4_id,Avaliador5_id,Avaliador6_id,FaseIdeal_txt,Fase_num,Fase_sufixo,FaseIdeal_num,ra_num,INDE_final,INDE_fonte,PEDRA_final,PEDRA_fonte
RA-748,1K,1K,,,Masculino,2021,Pública,,,Topázio,8.083535682039548,,,,2,avaliador-15,,avaliador-2,,,,,,9.502,10.0,7.51,,7.75,,,,,,8.005,5.0,,,,2024,,,2013-06-08,11,Topázio,8.7142,8.75,7.5,8.0,,8.2272,Topázio,,,EE Maria André Schunck Dona,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,k,2,748,8.2272,INDE 2024,Topázio,Pedra 2024
RA-769,1K,1K,,,Feminino,2022,Pública,,,Ametista,7.598297219273481,,,,2,avaliador-15,,avaliador-2,,,,,,10.002,5.9523809525,7.51,,6.0,,,,,,8.33,5.0,,,,2024,,,2013-08-23,11,Ametista,7.85345,7.916666667,6.0,6.0,,7.099342857200002,Ametista,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,k,2,769,7.099342857200002,INDE 2024,Ametista,Pedra 2024
RA-876,1K,1K,,,Masculino,2023,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,8.502,9.0476190475,7.51,,3.75,,,,,,8.09,10.0,,,,2024,,,2015-04-11,9,Topázio,8.6492,8.333333333,7.5,0.0,,7.612057142800001,Ametista,,,EM Etelvina Delfim Simões,Cursando,0,15,2,,,,,Fase 1 (3º e 4º ano),1,k,1,876,7.612057142800001,INDE 2024,Ametista,Pedra 2024
RA-776,1K,1K,,,Feminino,2022,Pública,,,Quartzo,3.8980647821350765,,,,2,avaliador-15,,avaliador-2,,,,,,7.917,5.9523809525,5.63,,0.0,,,,,,6.5,5.0,,,,2024,,,2013-06-02,11,Quartzo,5.567916667,8.333333333,0.0,0.0,,5.178509523800001,Quartzo,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,k,2,776,5.178509523800001,INDE 2024,Quartzo,Pedra 2024
RA-753,1K,1K,,,Feminino,2022,Pública,,,Topázio,8.480834141954665,,,,2,avaliador-15,,avaliador-2,,,,,,10.002,9.047619048,7.51,,8.5,,,,,,8.255,5.0,,,,2024,,,2014-06-11,10,Topázio,8.6672,8.333333333,9.0,8.0,,8.2450571429,Topázio,,,EE Jardim Campestre,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,k,2,753,8.2450571429,INDE 2024,Topázio,Pedra 2024
RA-601,1K,1K,,,Masculino,2021,Pública,,Topázio,Ametista,7.71314478904992,,,,2,avaliador-15,,avaliador-2,,,,,,9.502,10.0,7.505,,8.75,,,,,,8.425,5.0,,,,2024,,,2014-06-19,10,Topázio,8.955783333,8.75,9.5,8.0,,8.5107,Topázio,,,EE Helio Luiz Dobrochinski Prof,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,k,2,601,8.5107,INDE 2024,Topázio,Pedra 2024
RA-955,1K,1K,,,Feminino,2023,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,0.0,6.904761905,7.51,,5.75,,,,,,8.255,5.0,,,,2024,,,2013-04-28,11,Ametista,7.1297,8.125,6.5,5.0,,6.245452381,Agata,,,EE Maria André Schunck Dona,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,k,2,955,6.245452381,INDE 2024,Agata,Pedra 2024
RA-831,1K,1K,,,Masculino,2022,Pública,,,Ametista,7.4100721416504225,,,,2,avaliador-15,,avaliador-2,,,,,,10.002,9.523809524,6.26,,7.75,,,,,,8.17,5.0,,,,2024,,,2013-12-19,10,Ametista,7.71645,7.916666667,6.5,9.0,,8.0066285715,Topázio,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,k,2,831,8.0066285715,INDE 2024,Topázio,Pedra 2024
RA-1067,1K,1K,,,Masculino,2023,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,10.002,8.333333332999999,7.51,,6.75,,,,,,8.59,5.0,,,,2024,,,2013-08-21,11,Agata,6.541458333,8.541666667,6.5,7.0,,7.840033333300001,Ametista,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,k,2,1067,7.840033333300001,INDE 2024,Ametista,Pedra 2024
RA-1058,1K,1K,,,Feminino,2023,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,9.168,8.095238095,6.88,,7.75,,,,,,8.085,5.0,,,,2024,,,2014-04-09,10,Ametista,7.356533333,8.125,7.5,8.0,,7.703347619,Ametista,,,EE Helio Luiz Dobrochinski Prof,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,k,2,1058,7.703347619,INDE 2024,Ametista,Pedra 2024
RA-757,1K,1K,,,Feminino,2022,Pública,,,Topázio,8.259535082249474,,,,2,avaliador-15,,avaliador-2,,,,,,9.502,9.285714286000001,7.51,,7.0,,,,,,8.34,5.0,,,,2024,,,2013-02-28,11,Topázio,8.6742,8.125,6.5,7.5,,7.938842857200001,Ametista,,,EE Maria André Schunck Dona,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,k,2,757,7.938842857200001,INDE 2024,Ametista,Pedra 2024
RA-794,1K,1K,,,Feminino,2022,Pública,,,Ametista,7.334936230769231,,,,2,avaliador-15,,avaliador-2,,,,,,9.502,6.9047619045,7.51,,3.0,,,,,,8.255,10.0,,,,2024,,,2014-10-08,10,Ametista,7.9842,8.125,6.0,0.0,,7.145652380900001,Ametista,,,EE Helio Luiz Dobrochinski Prof,Cursando,0,15,2,,,,,Fase 1 (3º e 4º ano),1,k,1,794,7.145652380900001,INDE 2024,Ametista,Pedra 2024
RA-960,1K,1K,,,Masculino,2023,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,0.0,8.095238095,7.51,,3.0,,,,,,5.33,5.0,,,,2024,,,2013-05-17,11,Ametista,7.0847,7.5,6.0,0.0,,5.286047619,Quartzo,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,k,2,960,5.286047619,INDE 2024,Quartzo,Pedra 2024
RA-587,1L,1L,,,Masculino,2022,Pública,,,Ágata,6.631987865319865,,,,2,avaliador-15,,avaliador-2,,,,,,9.002,7.380952381,7.51,,6.25,,,,,,5.74,5.0,,,,2024,,,2012-04-04,12,Agata,6.032033333,7.916666667,6.5,6.0,,6.817057142900001,Agata,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,-2,15,2,,,,,Fase 3 (7º e 8º ano),1,l,3,587,6.817057142900001,INDE 2024,Agata,Pedra 2024
RA-826,1L,1L,,,Masculino,2022,Pública,,,Ametista,7.775658894736842,,,,2,avaliador-15,,avaliador-2,,,,,,10.002,10.0,6.26,,6.75,,,,,,8.59,5.0,,,,2024,,,2014-03-06,10,Ametista,7.77645,7.5,5.5,8.0,,7.9442,Ametista,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,l,2,826,7.9442,INDE 2024,Ametista,Pedra 2024
RA-789,1L,1L,,,Feminino,2022,Pública,,,Ametista,7.405336262443439,,,,2,avaliador-15,,avaliador-2,,,,,,9.002,9.047619048,7.51,,5.25,,,,,,8.085,10.0,,,,2024,,,2015-01-14,9,Ametista,7.974,9.166666667,5.5,5.0,,8.0443904763,Topázio,,,EE Helio Luiz Dobrochinski Prof,Cursando,0,15,2,,,,,Fase 1 (3º e 4º ano),1,l,1,789,8.0443904763,INDE 2024,Topázio,Pedra 2024
RA-1056,1L,1L,,,Masculino,2023,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,8.502,9.2857142855,7.51,,8.25,,,,,,8.335,5.0,,,,2024,,,2014-04-30,10,Topázio,8.551741667,9.166666667,8.5,8.0,,8.192009523800001,Topázio,,,EM Amanda Consuelo da Cunha,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,l,2,1056,8.192009523800001,INDE 2024,Topázio,Pedra 2024
RA-1428,1L,1L,,,Masculino,2024,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,8.502,8.8562091505,7.51,,8.0,,,,,,8.085,5.0,,,,2024,,,2013-12-02,10,,,9.166666667,7.0,9.0,,8.006108496800001,Topázio,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,l,2,1428,8.006108496800001,INDE 2024,Topázio,Pedra 2024
RA-830,1L,1L,,,Feminino,2022,Pública,,,Ametista,7.234398335932424,,,,2,avaliador-15,,avaliador-2,,,,,,9.002,7.619047619,5.63,,6.75,,,,,,7.335,5.0,,,,2024,,,2013-10-30,11,Agata,6.78,8.333333333,6.5,7.0,,7.1373428571,Ametista,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,l,2,830,7.1373428571,INDE 2024,Ametista,Pedra 2024
RA-780,1L,1L,,,Feminino,2022,Pública,,,Ágata,6.954987237893207,,,,2,avaliador-15,,avaliador-2,,,,,,9.502,10.0,5.63,,6.0,,,,,,8.17,5.0,,,,2024,,,2013-08-22,11,Ametista,7.7842,8.958333333,6.0,6.0,,7.7430333333,Ametista,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,l,2,780,7.7430333333,INDE 2024,Ametista,Pedra 2024
RA-1057,1L,1L,,,Feminino,2023,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,10.002,10.0,6.26,,8.0,,,,,,8.17,5.0,,,,2024,,,2014-01-17,10,Topázio,8.4827,8.75,8.0,8.0,,8.2352,Topázio,,,EE Helio Luiz Dobrochinski Prof,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,l,2,1057,8.2352,INDE 2024,Topázio,Pedra 2024
RA-1062,1L,1L,,,Masculino,2023,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,8.002,9.047619048,5.63,,7.25,,,,,,8.085,5.0,,,,2024,,,2014-01-10,10,Ametista,7.448841667,8.75,6.5,8.0,,7.6147238096,Ametista,,,EM Alfredo Schunk,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,l,2,1062,7.6147238096,INDE 2024,Ametista,Pedra 2024
RA-1429,1L,1L,,,Masculino,2024,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,9.502,8.888888889,7.51,,7.75,,,,,,8.085,5.0,,,,2024,,,2013-07-05,11,,,8.958333333,8.5,7.0,,8.041811111100001,Topázio,,,EE Helio Luiz Dobrochinski Prof,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,l,2,1429,8.041811111100001,INDE 2024,Topázio,Pedra 2024
RA-1430,1L,1L,,,Masculino,2024,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,8.502,10.0,7.51,,6.25,,,,,,8.085,5.0,,,,2024,,,2013-09-15,11,,,8.958333333,6.0,6.5,,7.864033333300001,Ametista,,,EE Helio Luiz Dobrochinski Prof,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,l,2,1430,7.864033333300001,INDE 2024,Ametista,Pedra 2024
RA-767,1L,1L,,,Masculino,2021,Pública,,Ametista,Ametista,7.510987800569801,,,,2,avaliador-15,,avaliador-2,,,,,,9.502,9.0476190475,7.51,,8.25,,,,,,8.085,5.0,,,,2024,,,2012-04-19,12,Ametista,7.3807,8.541666667,8.5,8.0,,8.131890476200002,Topázio,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,-2,15,2,,,,,Fase 3 (7º e 8º ano),1,l,3,767,8.131890476200002,INDE 2024,Topázio,Pedra 2024
RA-943,1L,1L,,,Feminino,2023,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,10.002,10.0,7.51,,8.0,,,,,,8.59,10.0,,,,2024,,,2015-01-12,9,Topázio,8.9172,8.958333333,7.0,9.0,,8.965033333300001,Topázio,,,EM Amanda Consuelo da Cunha,Cursando,0,15,2,,,,,Fase 1 (3º e 4º ano),1,l,1,943,8.965033333300001,INDE 2024,Topázio,Pedra 2024
RA-782,1L,1L,,,Masculino,2022,Pública,,,Ametista,7.484593745480259,,,,2,avaliador-15,,avaliador-2,,,,,,9.502,7.8571428569999995,7.51,,7.75,,,,,,8.085,10.0,,,,2024,,,2014-07-31,10,Ametista,7.6812,7.5,7.5,8.0,,8.1896285714,Topázio,,,EM Amanda Consuelo da Cunha,Cursando,0,15,2,,,,,Fase 1 (3º e 4º ano),1,l,1,782,8.1896285714,INDE 2024,Topázio,Pedra 2024
RA-795,1L,1L,,,Feminino,2022,Pública,,,Topázio,8.064310288084464,,,,2,avaliador-15,,avaliador-2,,,,,,9.502,9.761904762,6.26,,9.5,,,,,,8.085,5.0,,,,2024,,,2014-02-17,10,Topázio,8.4642,8.958333333,10.0,9.0,,8.441414285700002,Topázio,,,EE Helio Luiz Dobrochinski Prof,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,l,2,795,8.441414285700002,INDE 2024,Topázio,Pedra 2024
RA-1431,1M,1M,,,Feminino,2024,Pública,,,,,,,,2,avaliador-17,,avaliador-2,,,,,,9.002,7.7432712215,7.51,,8.0,,,,,,9.09,5.0,,,,2024,,,2013-01-06,11,,,7.96875,8.0,8.0,,7.9147292443,Ametista,,,EE Neide Celestina de Oliveira,Cursando,-1,17,2,,,,,Fase 2 (5º e 6º ano),1,m,2,1431,7.9147292443,INDE 2024,Ametista,Pedra 2024
RA-1432,1M,1M,,,Feminino,2024,Pública,,,,,,,,2,avaliador-17,,avaliador-2,,,,,,10.002,10.0,7.51,,9.5,,,,,,8.505,5.0,,,,2024,,,2014-03-31,10,,,9.21875,10.0,9.0,,8.774075000000002,Topázio,,,EE Jardim Campestre,Cursando,-1,17,2,,,,,Fase 2 (5º e 6º ano),1,m,2,1432,8.774075000000002,INDE 2024,Topázio,Pedra 2024
RA-1433,1M,1M,,,Feminino,2024,Pública,,,,,,,,2,avaliador-17,,avaliador-2,,,,,,8.502,9.068322981,7.51,,8.75,,,,,,8.505,5.0,,,,2024,,,2014-05-26,10,,,8.28125,8.0,9.5,,8.1939895962,Topázio,,,EE Jardim Campestre,Cursando,-1,17,2,,,,,Fase 2 (5º e 6º ano),1,m,2,1433,8.1939895962,INDE 2024,Topázio,Pedra 2024
RA-1434,1M,1M,,,Masculino,2024,Pública,,,,,,,,2,avaliador-17,,avaliador-2,,,,,,8.502,7.9813664595,6.26,,9.0,,,,,,9.76,5.0,,,,2024,,,2014-02-28,10,,,9.53125,10.0,8.0,,8.2775982919,Topázio,,,EE Jardim Campestre,Cursando,-1,17,2,,,,,Fase 2 (5º e 6º ano),1,m,2,1434,8.2775982919,INDE 2024,Topázio,Pedra 2024
RA-958,1M,1M,,,Feminino,2023,Pública,,,,,,,,2,avaliador-17,,avaliador-2,,,,,,10.002,10.0,6.26,,10.0,,,,,,9.76,10.0,,,,2024,,,2015-03-11,9,Topázio,9.2902,9.53125,10.0,10.0,,9.531325,Topázio,,,EE Jardim Campestre,Cursando,0,17,2,,,,,Fase 1 (3º e 4º ano),1,m,1,958,9.531325,INDE 2024,Topázio,Pedra 2024
RA-961,1M,1M,,,Masculino,2023,Pública,,,,,,,,2,avaliador-17,,avaliador-2,,,,,,9.002,8.8923395445,6.26,,5.5,,,,,,5.155,5.0,,,,2024,,,2014-01-21,10,Quartzo,5.99625,5.9375,6.0,5.0,,6.529417908900001,Agata,,,EM Alfredo Schunk,Cursando,-1,17,2,,,,,Fase 2 (5º e 6º ano),1,m,2,961,6.529417908900001,INDE 2024,Agata,Pedra 2024
RA-1435,1M,1M,,,Masculino,2024,Pública,,,,,,,,2,avaliador-17,,avaliador-2,,,,,,9.502,7.833333333500001,7.51,,7.5,,,,,,6.165,10.0,,,,2024,,,2014-10-25,10,,,7.1875,7.5,7.5,,7.7196166667,Ametista,,,EE Jardim Campestre,Cursando,0,17,2,,,,,Fase 1 (3º e 4º ano),1,m,1,1435,7.7196166667,INDE 2024,Ametista,Pedra 2024
RA-755,1M,1M,,,Masculino,2022,Pública,,,Topázio,8.565661700730832,,,,2,avaliador-17,,avaliador-2,,,,,,10.002,10.0,7.51,,9.75,,,,,,9.09,5.0,,,,2024,,,2014-03-22,10,Topázio,8.7442,9.0625,10.0,9.5,,8.925450000000001,Topázio,,,EE Jardim Campestre,Cursando,-1,17,2,,,,,Fase 2 (5º e 6º ano),1,m,2,755,8.925450000000001,INDE 2024,Topázio,Pedra 2024
RA-1436,1M,1M,,,Feminino,2024,Pública,,,,,,,,2,avaliador-17,,avaliador-2,,,,,,7.418,8.674948240500001,7.51,,8.0,,,,,,7.17,5.0,,,,2024,,,2013-06-24,11,,,8.28125,8.0,8.0,,7.589914648100001,Ametista,,,EM Alfredo Schunk,Cursando,-1,17,2,,,,,Fase 2 (5º e 6º ano),1,m,2,1436,7.589914648100001,INDE 2024,Ametista,Pedra 2024
RA-1437,1M,1M,,,Feminino,2024,Pública,,,,,,,,2,avaliador-17,,avaliador-2,,,,,,8.502,9.347826087,7.51,,8.0,,,,,,7.92,5.0,,,,2024,,,2013-06-29,11,,,8.28125,8.0,8.0,,7.982890217400001,Ametista,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,-1,17,2,,,,,Fase 2 (5º e 6º ano),1,m,2,1437,7.982890217400001,INDE 2024,Ametista,Pedra 2024
RA-1438,1M,1M,,,Feminino,2024,Pública,,,,,,,,2,avaliador-17,,avaliador-2,,,,,,10.002,9.0,7.51,,7.0,,,,,,9.175,5.0,,,,2024,,,2013-11-08,10,,,8.90625,6.0,8.0,,8.176825000000001,Topázio,,,EM Bairro Lagoa Grande,Cursando,-1,17,2,,,,,Fase 2 (5º e 6º ano),1,m,2,1438,8.176825000000001,INDE 2024,Topázio,Pedra 2024
RA-1439,1M,1M,,,Feminino,2024,Pública,,,,,,,,2,avaliador-17,,avaliador-2,,,,,,7.502,10.0,7.51,,8.5,,,,,,9.345,5.0,,,,2024,,,2013-10-12,11,,,9.375,9.0,8.0,,8.507700000000002,Topázio,,,EE Jardim Campestre,Cursando,-1,17,2,,,,,Fase 2 (5º e 6º ano),1,m,2,1439,8.507700000000002,INDE 2024,Topázio,Pedra 2024
RA-1440,1M,1M,,,Feminino,2024,Pública,,,,,,,,2,avaliador-17,,avaliador-2,,,,,,9.002,9.544513457499999,7.51,,4.5,,,,,,8.17,5.0,,,,2024,,,2014-03-08,10,,,8.75,9.0,0.0,,7.469102691500001,Ametista,,,EE Helio Luiz Dobrochinski Prof,Cursando,-1,17,2,,,,,Fase 2 (5º e 6º ano),1,m,2,1440,7.469102691500001,INDE 2024,Ametista,Pedra 2024
RA-1441,1M,1M,,,Masculino,2024,Pública,,,,,,,,2,avaliador-17,,avaliador-2,,,,,,9.502,9.109730849,7.51,,8.5,,,,,,9.005,10.0,,,,2024,,,2015-01-21,9,,,9.375,9.0,8.0,,8.961646169800002,Topázio,,,EE Jardim Campestre,Cursando,0,17,2,,,,,Fase 1 (3º e 4º ano),1,m,1,1441,8.961646169800002,INDE 2024,Topázio,Pedra 2024
RA-1442,1M,1M,,,Masculino,2024,Pública,,,,,,,,2,avaliador-17,,avaliador-2,,,,,,8.002,8.674948240500001,7.51,,7.25,,,,,,5.745,5.0,,,,2024,,,2010-12-28,13,,,7.5,8.5,6.0,,7.135189648100001,Ametista,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,-2,17,2,,,,,Fase 3 (7º e 8º ano),1,m,3,1442,7.135189648100001,INDE 2024,Ametista,Pedra 2024
RA-1443,1N,1N,,,Feminino,2024,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,6.918,7.5,6.26,,6.75,,,,,,7.415,5.0,,,,2024,,,2011-05-20,13,,,7.708333333,6.5,7.0,,6.921633333300001,Agata,,,EE Donizetti Aparecido Leite Professor,Cursando,-2,15,2,,,,,Fase 3 (7º e 8º ano),1,n,3,1443,6.921633333300001,INDE 2024,Agata,Pedra 2024
RA-1444,1N,1N,,,Masculino,2024,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,8.502,5.277777778,7.51,,6.0,,,,,,7.415,5.0,,,,2024,,,2012-12-12,11,,,7.708333333,8.0,4.0,,6.610588888900001,Agata,,,EE Donizetti Aparecido Leite Professor,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,n,2,1444,6.610588888900001,INDE 2024,Agata,Pedra 2024
RA-956,1N,1N,,,Masculino,2023,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,9.502,6.017786561,6.885,,3.25,,,,,,7.085,5.0,,,,2024,,,2012-10-18,12,Ametista,7.7312,7.083333333,6.5,0.0,,6.1175906455,Agata,,,Estuda em outra cidade,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,n,2,956,6.1175906455,INDE 2024,Agata,Pedra 2024
RA-952,1N,1N,,,Masculino,2023,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,9.502,9.545454545,6.26,,8.5,,,,,,9.175,10.0,,,,2024,,,2015-09-22,9,Topázio,8.37095,8.333333333,8.0,9.0,,8.853624242300002,Topázio,,,EE Helio Luiz Dobrochinski Prof,Cursando,0,15,2,,,,,Fase 1 (3º e 4º ano),1,n,1,952,8.853624242300002,INDE 2024,Topázio,Pedra 2024
RA-939,1N,1N,,,Feminino,2023,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,9.002,8.8833992095,5.63,,5.0,,,,,,7.495,5.0,,,,2024,,,2012-10-04,12,Ametista,7.9742,8.125,6.0,4.0,,7.051379841899999,Ametista,,,EE Donizetti Aparecido Leite Professor,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,n,2,939,7.051379841899999,INDE 2024,Ametista,Pedra 2024
RA-953,1N,1N,,,Feminino,2023,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,9.002,6.85770751,6.26,,8.5,,,,,,7.755,10.0,,,,2024,,,2015-02-04,9,Ametista,7.54005,8.125,8.0,9.0,,7.961241502000001,Ametista,,,EE Helio Luiz Dobrochinski Prof,Cursando,0,15,2,,,,,Fase 1 (3º e 4º ano),1,n,1,953,7.961241502000001,INDE 2024,Ametista,Pedra 2024
RA-954,1N,1N,,,Feminino,2023,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,9.502,8.8833992095,6.26,,7.75,,,,,,7.835,10.0,,,,2024,,,2015-04-13,9,Agata,6.82375,8.125,6.5,9.0,,8.2823798419,Topázio,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,0,15,2,,,,,Fase 1 (3º e 4º ano),1,n,1,954,8.2823798419,INDE 2024,Topázio,Pedra 2024
RA-792,1N,1N,,,Feminino,2022,Pública,,,Ágata,7.02532017948718,,,,2,avaliador-15,,avaliador-2,,,,,,8.502,5.2865612650000005,7.51,,3.25,,,,,,7.075,5.0,,,,2024,,,2013-03-19,11,Ametista,7.6267,8.125,6.5,0.0,,6.036012253,Agata,,,EE Donizetti Aparecido Leite Professor,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,n,2,792,6.036012253,INDE 2024,Agata,Pedra 2024
RA-1000,1N,1N,,,Feminino,2023,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,9.002,9.5454545455,6.26,,7.75,,,,,,7.835,10.0,,,,2024,,,2015-04-20,9,Ametista,7.9162,8.125,7.5,8.0,,8.364790909100002,Topázio,,,EE Helio Luiz Dobrochinski Prof,Cursando,0,15,2,,,,,Fase 1 (3º e 4º ano),1,n,1,1000,8.364790909100002,INDE 2024,Topázio,Pedra 2024
RA-763,1N,1N,,,Feminino,2021,Pública,,Ágata,Ametista,7.401904937321937,,,,2,avaliador-15,,avaliador-2,,,,,,9.002,8.8636363635,6.26,,5.25,,,,,,6.825,5.0,,,,2024,,,2012-12-19,11,Agata,6.7215,7.708333333,6.5,4.0,,6.984760606,Agata,,,EE Donizetti Aparecido Leite Professor,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,n,2,763,6.984760606,INDE 2024,Agata,Pedra 2024
RA-1001,1N,1N,,,Feminino,2023,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,7.502,9.347826087,7.51,,7.75,,,,,,7.92,5.0,,,,2024,,,2014-03-13,10,Topázio,8.1162,7.916666667,6.5,9.0,,7.7964318841,Ametista,,,EE Helio Luiz Dobrochinski Prof,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,n,2,1001,7.7964318841,INDE 2024,Ametista,Pedra 2024
RA-1445,1N,1N,,,Feminino,2024,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,9.502,9.5,7.51,,7.25,,,,,,7.5,5.0,,,,2024,,,2014-02-12,10,,,7.916666667,6.5,8.0,,7.842866666700001,Ametista,,,EE Helio Luiz Dobrochinski Prof,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,n,2,1445,7.842866666700001,INDE 2024,Ametista,Pedra 2024
RA-1446,1N,1N,,,Masculino,2024,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,8.002,6.6501976285,6.26,,0.0,,,,,,7.075,10.0,,,,2024,,,2014-12-27,9,,,7.291666667,0.0,0.0,,5.9004061924,Quartzo,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,0,15,2,,,,,Fase 1 (3º e 4º ano),1,n,1,1446,5.9004061924,INDE 2024,Quartzo,Pedra 2024
RA-768,1N,1N,,,Feminino,2021,Pública,,Ametista,Ametista,7.645834666666667,,,,2,avaliador-15,,avaliador-2,,,,,,9.002,7.9841897235,6.26,,5.5,,,,,,7.495,5.0,,,,2024,,,2012-09-07,12,Topázio,8.4042,8.125,6.0,5.0,,7.0345379447,Ametista,,,EE Donizetti Aparecido Leite Professor,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,n,2,768,7.0345379447,INDE 2024,Ametista,Pedra 2024
RA-1447,1N,1N,,,Feminino,2024,Pública,,,,,,,,2,avaliador-15,,avaliador-2,,,,,,9.502,9.7368421055,7.51,,5.25,,,,,,7.75,5.0,,,,2024,,,2012-12-06,11,,,7.916666667,6.5,4.0,,7.5402350878,Ametista,,,EE Donizetti Aparecido Leite Professor,Cursando,-1,15,2,,,,,Fase 2 (5º e 6º ano),1,n,2,1447,7.5402350878,INDE 2024,Ametista,Pedra 2024
RA-980,1P,1P,,,Feminino,2023,Pública,,,,,,,,4,avaliador-3,,avaliador-18,,avaliador-17,,avaliador-15,,9.002,9.058441558,7.51,,6.25,,,,,,7.4175,10.0,,,,2024,,,2015-09-19,9,Ametista,7.1425,7.5,6.5,6.0,,7.946388311600001,Ametista,,,EE Luiz Schunck,Cursando,0,3,18,17,15,,,Fase 1 (3º e 4º ano),1,p,1,980,7.946388311600001,INDE 2024,Ametista,Pedra 2024
