RA,ra_num,ano_base,Fase_num,INDE_final,INDE_prev,delta_INDE,queda,IPS,IPS_prev
RA-577,577,2023,1,7.219366667,7.862,-0.642633333,1,3.77,7.5
RA-577,577,2024,2,6.629159109700001,7.219366667,-0.5902075572999994,1,5.625,3.77
RA-578,578,2022,1,8.814,,,0,8.8,
RA-578,578,2023,2,9.013866667,8.814,0.19986666700000022,0,2.52,8.8
RA-578,578,2024,3,9.066199999966669,9.013866667,0.05233333296666842,0,2.51,2.52
RA-579,579,2022,1,6.067,,,0,7.5,
RA-580,580,2022,1,7.525,,,0,7.5,
RA-580,580,2023,1,8.4712,7.525,0.9461999999999993,0,7.52,7.5
RA-580,580,2024,2,7.9281521222,8.4712,-0.5430478777999994,1,7.51,7.52
RA-581,581,2022,1,6.464,,,0,7.5,
RA-581,581,2023,1,7.7167,6.464,1.2527,0,7.52,7.5
RA-581,581,2024,2,7.0833015528,7.7167,-0.6333984472000003,1,5.625,7.52
RA-582,582,2022,1,7.064,,,0,7.5,
RA-583,583,2022,1,7.456,,,0,7.5,
RA-583,583,2023,2,7.838866667,7.456,0.38286666699999916,0,7.52,7.5
RA-583,583,2024,3,7.447591035933334,7.838866667,-0.39127563106666585,1,8.135,7.52
RA-584,584,2022,1,6.714,,,0,7.5,
RA-584,584,2023,2,7.697533333,6.714,0.9835333329999996,0,2.52,7.5
RA-584,584,2024,3,6.752914393933334,7.697533333,-0.9446189390666664,1,8.755,2.52
RA-585,585,2022,1,7.398,,,0,7.5,
RA-586,586,2022,1,7.988,,,0,5.6,
RA-586,586,2023,2,8.4242,7.988,0.43620000000000037,0,2.52,5.6
RA-586,586,2024,3,8.702387301666668,8.4242,0.2781873016666676,0,7.51,2.52
RA-587,587,2022,1,6.632,,,0,7.5,
RA-587,587,2023,1,6.032033333,6.632,-0.5999666669999995,1,7.52,7.5
RA-587,587,2024,1,6.817057142900001,6.032033333,0.7850238099000011,0,7.51,7.52
RA-588,588,2022,1,8.622,,,0,5.6,
RA-588,588,2023,2,8.3527,8.622,-0.26929999999999943,1,2.52,5.6
RA-588,588,2024,3,8.676133333333334,8.3527,0.3234333333333339,0,7.51,2.52
RA-589,589,2022,1,7.744,,,0,7.5,
RA-590,590,2022,1,7.435,,,0,7.5,
RA-590,590,2023,2,7.647666667,7.435,0.2126666670000006,0,3.77,7.5
RA-590,590,2024,2,6.712378053800001,7.647666667,-0.9352886131999991,1,6.26,3.77
RA-591,591,2022,1,7.507,,,0,7.5,
RA-591,591,2023,2,7.1472,7.507,-0.3597999999999999,1,6.27,7.5
RA-591,591,2024,2,6.8360336957,7.1472,-0.3111663042999995,1,6.255,6.27
RA-592,592,2022,1,7.381,,,0,5.6,
RA-592,592,2023,2,7.935466667,7.381,0.5544666669999998,0,3.77,5.6
RA-592,592,2024,3,7.121622213600001,7.935466667,-0.8138444533999989,1,2.51,3.77
RA-593,593,2022,1,6.254,,,0,7.5,
RA-594,594,2022,1,7.392,,,0,7.5,
RA-594,594,2023,1,6.702033333,7.392,-0.6899666670000002,1,6.27,7.5
RA-594,594,2024,2,6.890966666600001,6.702033333,0.18893333360000053,0,6.26,6.27
RA-595,595,2022,1,5.18,,,0,7.5,
RA-595,595,2023,2,5.078666667,5.18,-0.10133333299999947,1,7.52,7.5
RA-596,596,2022,1,8.971,,,0,7.5,
RA-597,597,2022,1,8.265,,,0,7.5,
RA-597,597,2023,1,8.49045,8.265,0.2254499999999986,0,7.52,7.5
RA-597,597,2024,2,7.843291097300001,8.49045,-0.6471589026999984,1,7.51,7.52
RA-598,598,2022,1,6.35,,,0,7.5,
RA-599,599,2022,1,8.2,,,0,7.5,
RA-599,599,2023,2,8.532866667,8.2,0.3328666670000011,0,2.52,7.5
RA-599,599,2024,3,8.3569352941,8.532866667,-0.17593137290000094,1,9.375,2.52
RA-600,600,2022,1,7.011,,,0,7.5,
RA-600,600,2023,1,7.651658333,7.011,0.6406583330000002,0,7.52,7.5
RA-600,600,2024,2,7.847373913,7.651658333,0.1957155799999999,0,7.51,7.52
RA-601,601,2022,1,7.713,,,0,7.5,
RA-601,601,2023,1,8.955783333,7.713,1.2427833329999993,0,7.52,7.5
RA-601,601,2024,1,8.5107,8.955783333,-0.44508333299999947,1,7.505,7.52
RA-602,602,2022,1,8.041,,,0,7.5,
RA-602,602,2023,2,8.5592,8.041,0.5182000000000002,0,7.52,7.5
RA-602,602,2024,3,8.647409313733334,8.5592,0.08820931373333352,0,7.51,7.52
RA-603,603,2022,1,7.78,,,0,7.5,
RA-603,603,2023,2,6.748833333,7.78,-1.031166667,1,2.52,7.5
RA-603,603,2024,3,6.942277777866667,6.748833333,0.19344444486666657,0,6.885,2.52
RA-604,604,2022,1,8.018,,,0,7.5,
RA-604,604,2023,2,8.548033333,8.018,0.5300333329999987,0,7.52,7.5
RA-604,604,2024,3,7.429623555266667,8.548033333,-1.1184097777333326,1,8.13,7.52
RA-605,605,2022,1,7.276,,,0,6.9,
RA-605,605,2023,2,7.709366667,7.276,0.4333666670000005,0,7.52,6.9
RA-605,605,2024,3,6.0175222222,7.709366667,-1.6918444448,1,6.885,7.52
RA-606,606,2022,1,6.127,,,0,7.5,
RA-606,606,2023,1,7.402491667,6.127,1.2754916669999998,0,7.52,7.5
RA-606,606,2024,2,6.645260606100001,7.402491667,-0.7572310608999988,1,6.885,7.52
RA-607,607,2022,1,6.44,,,0,7.5,
RA-607,607,2023,1,7.333075,6.44,0.8930749999999996,0,7.52,7.5
RA-607,607,2024,2,7.6486021739000005,7.333075,0.3155271739000005,0,7.51,7.52
RA-608,608,2022,1,7.216,,,0,7.5,
RA-608,608,2023,1,7.401741667,7.216,0.1857416669999994,0,7.52,7.5
RA-608,608,2024,2,5.778986231800001,7.401741667,-1.6227554351999984,1,6.885,7.52
RA-609,609,2022,1,6.794,,,0,7.5,
RA-609,609,2023,2,6.463033333,6.794,-0.3309666669999993,1,7.52,7.5
RA-610,610,2022,1,8.18,,,0,7.5,
RA-610,610,2023,2,8.2857,8.18,0.10570000000000057,0,2.52,7.5
RA-610,610,2024,3,7.894888888933334,8.2857,-0.39081111106666633,1,3.76,2.52
RA-611,611,2022,1,7.756,,,0,7.5,
RA-612,612,2022,1,7.594,,,0,7.5,
RA-612,612,2023,1,8.410783333,7.594,0.8167833329999992,0,3.77,7.5
RA-612,612,2024,2,9.134040909100001,8.410783333,0.7232575761000017,0,6.26,3.77
RA-613,613,2022,1,8.121,,,0,7.5,
RA-613,613,2023,3,6.864508333,8.121,-1.2564916670000006,1,5.0,7.5
RA-613,613,2024,3,7.4019,6.864508333,0.5373916670000005,0,7.51,5.0
RA-614,614,2022,1,8.339,,,0,7.5,
RA-614,614,2023,2,8.2282,8.339,-0.11080000000000112,1,7.52,7.5
RA-614,614,2024,3,7.8284999999666685,8.2282,-0.39970000003333084,1,7.51,7.52
RA-615,615,2022,1,8.086,,,0,7.5,
RA-615,615,2023,1,7.815658333,8.086,-0.2703416670000003,1,3.14,7.5
RA-616,616,2022,1,7.303,,,0,7.5,
RA-616,616,2023,2,5.612,7.303,-1.6909999999999998,1,5.02,7.5
RA-616,616,2024,3,5.457877193033333,5.612,-0.15412280696666691,1,6.885,5.02
RA-617,617,2022,1,7.107,,,0,7.5,
RA-617,617,2023,1,6.816166667,7.107,-0.29083333300000014,1,7.52,7.5
RA-618,618,2022,1,7.18,,,0,7.5,
RA-618,618,2023,2,6.4745,7.18,-0.7054999999999998,1,5.02,7.5
RA-618,618,2024,3,6.718348148233334,6.4745,0.2438481482333339,0,6.88,5.02
RA-619,619,2022,1,7.693,,,0,7.5,
RA-619,619,2023,2,7.891366667,7.693,0.19836666700000016,0,3.77,7.5
RA-620,620,2022,1,6.018,,,0,7.5,
RA-620,620,2023,2,7.043666667,6.018,1.0256666670000003,0,7.52,7.5
RA-620,620,2024,3,5.766892063566667,7.043666667,-1.2767746034333332,1,7.51,7.52
RA-621,621,2022,1,7.448,,,0,7.5,
RA-622,622,2022,1,4.934,,,0,7.5,
RA-623,623,2022,1,7.524,,,0,7.5,
RA-623,623,2023,2,7.8307,7.524,0.3067000000000002,0,7.52,7.5
RA-623,623,2024,3,6.357733333300001,7.8307,-1.4729666666999996,1,6.885,7.52
RA-624,624,2022,1,7.425,,,0,7.5,
RA-624,624,2023,1,8.270825,7.425,0.8458250000000005,0,7.52,7.5
RA-624,624,2024,2,7.229425672900001,8.270825,-1.0413993270999997,1,7.51,7.52
RA-625,625,2022,1,7.483,,,0,7.5,
RA-626,626,2022,1,5.818,,,0,7.5,
RA-626,626,2023,2,7.231033333,5.818,1.4130333330000004,0,4.39,7.5
RA-626,626,2024,3,6.407590225500001,7.231033333,-0.8234431074999993,1,6.885,4.39
RA-627,627,2022,1,6.621,,,0,7.5,
RA-628,628,2022,1,7.577,,,0,7.5,
RA-628,628,2023,1,8.370325,7.577,0.7933249999999994,0,7.52,7.5
RA-628,628,2024,2,8.2366166666,8.370325,-0.13370833339999955,1,7.51,7.52
RA-629,629,2022,1,8.11,,,0,7.5,
RA-629,629,2023,1,8.013866667,8.11,-0.09613333299999915,1,7.52,7.5
RA-629,629,2024,2,8.061295238200001,8.013866667,0.0474285712000011,0,7.51,7.52
RA-630,630,2022,1,8.064,,,0,7.5,
RA-630,630,2023,1,7.199991667,8.064,-0.8640083330000001,1,3.77,7.5
RA-630,630,2024,2,6.879985507300001,7.199991667,-0.32000615969999924,1,7.51,3.77
RA-631,631,2022,1,6.928,,,0,7.5,
RA-631,631,2023,2,5.954666667,6.928,-0.9733333330000002,1,6.27,7.5
RA-631,631,2024,3,6.795673420466667,5.954666667,0.841006753466667,0,8.75,6.27
RA-632,632,2022,1,6.996,,,0,6.9,
RA-632,632,2023,2,7.8768,6.996,0.8807999999999998,0,5.64,6.9
RA-632,632,2024,3,7.515491249000001,7.8768,-0.36130875099999926,1,6.875,5.64
RA-633,633,2022,1,7.476,,,0,7.5,
RA-633,633,2023,2,6.6552,7.476,-0.8208000000000002,1,6.27,7.5
RA-633,633,2024,3,5.228470175466667,6.6552,-1.426729824533333,1,2.51,6.27
RA-634,634,2022,1,7.619,,,0,7.5,
RA-635,635,2022,1,5.313,,,0,6.9,
RA-636,636,2022,1,7.189,,,0,6.9,
RA-636,636,2023,1,6.836666667,7.189,-0.3523333329999998,1,5.64,6.9
RA-636,636,2024,2,6.3802279106,6.836666667,-0.45643875639999987,1,7.51,5.64
RA-637,637,2022,1,7.039,,,0,7.5,
RA-637,637,2023,1,8.109533333,7.039,1.0705333330000002,0,7.52,7.5
RA-637,637,2024,2,7.6853212122,8.109533333,-0.42421212080000004,1,7.51,7.52
RA-638,638,2022,1,7.059,,,0,7.5,
RA-638,638,2023,1,7.754866667,7.059,0.6958666669999998,0,7.52,7.5
RA-638,638,2024,2,6.7464878789,7.754866667,-1.0083787881,1,7.51,7.52
RA-639,639,2022,1,6.613,,,0,7.5,
RA-639,639,2023,2,7.5853,6.613,0.9722999999999997,0,6.27,7.5
RA-639,639,2024,3,5.7693807644,7.5853,-1.8159192356,1,2.51,6.27
RA-640,640,2022,1,6.73,,,0,7.5,
RA-640,640,2023,1,6.1105,6.73,-0.6195000000000004,1,7.52,7.5
RA-641,641,2022,1,7.776,,,0,7.5,
RA-642,642,2022,1,7.75,,,0,6.9,
RA-642,642,2023,2,8.416866667,7.75,0.6668666670000007,0,6.27,6.9
RA-642,642,2024,3,7.082591269866667,8.416866667,-1.334275397133334,1,3.76,6.27
RA-643,643,2022,1,6.763,,,0,7.5,
RA-643,643,2023,1,7.389033333,6.763,0.6260333330000005,0,7.52,7.5
RA-643,643,2024,2,6.402239075100001,7.389033333,-0.9867942578999997,1,7.51,7.52
RA-644,644,2022,1,7.83,,,0,7.5,
RA-644,644,2023,2,6.897033333,7.83,-0.9329666669999996,1,7.52,7.5
RA-645,645,2022,1,6.086,,,0,7.5,
RA-645,645,2023,1,7.613033333,6.086,1.5270333329999994,0,6.27,7.5
RA-645,645,2024,2,7.502239394,7.613033333,-0.11079393899999967,1,7.51,6.27
RA-646,646,2022,1,8.181,,,0,8.1,
RA-646,646,2023,2,8.3547,8.181,0.1737000000000002,0,7.52,8.1
RA-646,646,2024,3,7.715491666666668,8.3547,-0.6392083333333316,1,7.51,7.52
RA-647,647,2022,1,6.606,,,0,7.5,
RA-647,647,2023,1,7.100566667,6.606,0.49456666699999996,0,6.27,7.5
RA-648,648,2022,1,6.736,,,0,6.9,
RA-649,649,2022,1,7.302,,,0,5.6,
RA-649,649,2023,2,7.579533333,7.302,0.27753333300000005,0,3.77,5.6
RA-649,649,2024,3,6.985329691766667,7.579533333,-0.5942036412333325,1,8.76,3.77
RA-650,650,2022,1,7.004,,,0,5.6,
RA-651,651,2022,1,7.866,,,0,7.5,
RA-651,651,2023,2,7.332,7.866,-0.5339999999999998,1,3.77,7.5
RA-651,651,2024,3,8.689300000100001,7.332,1.3573000001000013,0,7.51,3.77
RA-652,652,2022,1,8.151,,,0,7.5,
RA-652,652,2023,1,7.871033333,8.151,-0.27996666700000006,1,6.89,7.5
RA-652,652,2024,2,7.361896969700001,7.871033333,-0.5091363632999988,1,7.51,6.89
RA-653,653,2022,1,8.101,,,0,7.5,
RA-653,653,2023,2,7.385666667,8.101,-0.7153333330000011,1,6.27,7.5
RA-653,653,2024,3,8.103217647033333,7.385666667,0.7175509800333328,0,8.76,6.27
RA-654,654,2022,1,7.308,,,0,7.5,
RA-655,655,2022,1,7.785,,,0,7.5,
RA-655,655,2023,2,8.3198,7.785,0.5348000000000006,0,7.52,7.5
RA-655,655,2024,3,8.238600000066668,8.3198,-0.08119999993333238,1,8.76,7.52
RA-656,656,2022,1,6.652,,,0,5.6,
RA-656,656,2023,2,6.780833333,6.652,0.12883333300000022,0,7.52,5.6
RA-656,656,2024,3,6.668152941266667,6.780833333,-0.112680391733333,1,7.51,7.52
RA-657,657,2022,1,8.093,,,0,7.5,
RA-657,657,2023,2,8.3532,8.093,0.2601999999999993,0,7.52,7.5
RA-657,657,2024,3,8.207433333400001,8.3532,-0.14576666659999837,1,6.885,7.52
RA-658,658,2022,1,7.407,,,0,7.5,
RA-658,658,2023,2,8.438533333,7.407,1.0315333330000005,0,7.52,7.5
RA-658,658,2024,3,7.507033333333333,8.438533333,-0.9314999996666673,1,8.135,7.52
RA-659,659,2022,1,7.783,,,0,7.5,
RA-660,660,2022,1,8.363,,,0,7.5,
RA-661,661,2022,1,7.593,,,0,7.5,
RA-661,661,2023,2,6.846333333,7.593,-0.7466666670000004,1,6.89,7.5
RA-662,662,2022,1,7.044,,,0,7.5,
RA-662,662,2023,2,6.733566667,7.044,-0.31043333299999976,1,6.27,7.5
RA-662,662,2024,3,7.1074778554666675,6.733566667,0.3739111884666677,0,7.51,6.27
RA-663,663,2022,1,6.376,,,0,7.5,
RA-663,663,2023,1,6.969133333,6.376,0.5931333329999999,0,7.52,7.5
RA-663,663,2024,2,6.696419461700001,6.969133333,-0.2727138712999997,1,5.625,7.52
RA-664,664,2022,1,7.277,,,0,7.5,
RA-664,664,2023,1,8.0872,7.277,0.8101999999999991,0,7.52,7.5
RA-664,664,2024,2,7.5017244089,8.0872,-0.5854755910999989,1,7.51,7.52
RA-665,665,2022,1,6.996,,,0,7.5,
RA-665,665,2023,1,6.185658333,6.996,-0.8103416670000003,1,2.52,7.5
RA-665,665,2024,2,5.698703030200001,6.185658333,-0.4869553027999993,1,5.63,2.52
RA-666,666,2022,1,7.929,,,0,7.5,
RA-666,666,2023,2,8.720366667,7.929,0.7913666670000001,0,7.52,7.5
RA-666,666,2024,3,8.185838802933334,8.720366667,-0.534527864066666,1,7.51,7.52
RA-667,667,2022,1,5.844,,,0,7.5,
RA-667,667,2023,2,6.774866667,5.844,0.9308666670000001,0,6.89,7.5
RA-667,667,2024,3,7.177130604266668,6.774866667,0.4022639372666674,0,7.51,6.89
RA-668,668,2022,1,4.365,,,0,7.5,
RA-668,668,2023,2,6.017933333,4.365,1.652933333,0,7.52,7.5
RA-669,669,2022,1,7.475,,,0,7.5,
RA-669,669,2023,2,7.345033333,7.475,-0.1299666669999997,1,7.52,7.5
RA-669,669,2024,3,6.6438703703,7.345033333,-0.7011629626999998,1,7.51,7.52
RA-670,670,2022,1,7.451,,,0,7.5,
RA-670,670,2023,2,8.6067,7.451,1.1557000000000004,0,7.52,7.5
RA-670,670,2024,3,8.8602539683,8.6067,0.2535539683000003,0,7.51,7.52
RA-671,671,2022,0,7.617,,,0,8.1,
RA-671,671,2023,,6.5143,7.617,-1.1026999999999996,1,3.14,8.1
RA-672,672,2022,0,7.48,,,0,8.1,
RA-672,672,2023,,6.5623,7.48,-0.9177000000000008,1,2.52,8.1
RA-672,672,2024,1,4.2118138341,6.5623,-2.3504861658999996,1,6.26,2.52
RA-673,673,2022,0,8.65,,,0,8.1,
RA-674,674,2022,0,7.862,,,0,8.1,
RA-674,674,2023,,6.6328,7.862,-1.2292000000000005,1,3.77,8.1
RA-675,675,2022,0,7.576,,,0,8.1,
RA-675,675,2023,,8.3577,7.576,0.7816999999999998,0,7.52,8.1
RA-676,676,2022,0,7.911,,,0,8.1,
RA-677,677,2022,0,8.358,,,0,7.5,
RA-677,677,2023,,8.5257,8.358,0.16769999999999996,0,10.0,7.5
RA-678,678,2022,0,8.0,,,0,6.9,
RA-678,678,2023,1,7.570158333,8.0,-0.4298416669999998,1,6.27,6.9
RA-679,679,2022,0,7.172,,,0,7.5,
RA-679,679,2023,1,6.138366667,7.172,-1.033633333,1,5.02,7.5
RA-680,680,2022,0,7.518,,,0,7.5,
RA-680,680,2023,1,6.5855,7.518,-0.9325000000000001,1,7.52,7.5
RA-680,680,2024,2,4.9800714287000005,6.5855,-1.6054285712999992,1,5.635,7.52
RA-681,681,2022,0,7.204,,,0,6.9,
RA-681,681,2023,,6.2955,7.204,-0.9085000000000001,1,3.77,6.9
RA-681,681,2024,1,6.0398818182000005,6.2955,-0.2556181817999992,1,6.26,3.77
RA-682,682,2022,0,7.625,,,0,7.5,
RA-683,683,2022,0,6.011,,,0,7.5,
RA-684,684,2022,0,8.26,,,0,8.1,
RA-684,684,2023,,7.4277,8.26,-0.8323,1,7.52,8.1
RA-684,684,2024,1,7.769381818200001,7.4277,0.34168181820000143,0,7.51,7.52
RA-685,685,2022,0,6.864,,,0,5.0,
RA-686,686,2022,0,7.729,,,0,8.1,
RA-686,686,2023,1,7.9642,7.729,0.23519999999999985,0,7.52,8.1
RA-686,686,2024,2,8.040259523700001,7.9642,0.07605952370000146,0,6.885,7.52
RA-687,687,2022,0,7.703,,,0,8.1,
RA-687,687,2023,1,7.617533333,7.703,-0.08546666700000038,1,7.52,8.1
RA-687,687,2024,2,8.2739844611,7.617533333,0.6564511280999996,0,7.51,7.52
RA-688,688,2022,0,7.771,,,0,7.5,
RA-688,688,2023,1,8.0442,7.771,0.2732000000000001,0,7.52,7.5
RA-688,688,2024,2,8.986533333300002,8.0442,0.9423333333000024,0,8.13,7.52
RA-689,689,2022,0,6.433,,,0,5.6,
RA-690,690,2022,0,7.541,,,0,7.5,
RA-690,690,2023,,8.6112,7.541,1.0701999999999998,0,6.89,7.5
RA-690,690,2024,1,7.3853681818000005,8.6112,-1.2258318181999996,1,7.51,6.89
RA-691,691,2022,0,8.68,,,0,8.1,
RA-692,692,2022,0,7.569,,,0,8.1,
RA-692,692,2023,1,6.588466667,7.569,-0.9805333330000003,1,7.52,8.1
RA-693,693,2022,0,7.944,,,0,8.1,
RA-693,693,2023,,9.0112,7.944,1.0672000000000006,0,6.89,8.1
RA-693,693,2024,1,8.9079954545,9.0112,-0.10320454550000058,1,9.38,6.89
RA-694,694,2022,0,8.378,,,0,8.1,
RA-695,695,2022,0,4.28,,,0,7.5,
RA-696,696,2022,0,7.441,,,0,7.5,
RA-696,696,2023,1,7.172666667,7.441,-0.2683333330000002,1,5.02,7.5
RA-696,696,2024,2,7.482680952299999,7.172666667,0.3100142852999994,0,7.51,5.02
RA-697,697,2022,0,7.675,,,0,7.5,
RA-698,698,2022,0,7.44,,,0,2.5,
RA-698,698,2023,1,7.553616667,7.44,0.11361666699999962,0,2.52,2.5
RA-698,698,2024,2,7.3363190476,7.553616667,-0.21729761940000003,1,6.88,2.52
RA-699,699,2022,0,6.658,,,0,7.5,
RA-699,699,2023,1,6.389991667,6.658,-0.26800833300000004,1,3.77,7.5
RA-699,699,2024,1,6.427771212000001,6.389991667,0.03777954500000025,0,6.26,3.77
RA-700,700,2022,0,7.738,,,0,7.5,
RA-700,700,2023,,8.2852,7.738,0.5471999999999992,0,7.52,7.5
RA-700,700,2024,1,7.005745454500001,8.2852,-1.2794545454999984,1,5.635,7.52
RA-701,701,2022,0,7.755,,,0,7.5,
RA-701,701,2023,,7.3982,7.755,-0.3567999999999998,1,3.77,7.5
RA-702,702,2022,0,7.387,,,0,5.0,
RA-702,702,2023,,8.239866667,7.387,0.8528666669999998,0,5.63,5.0
RA-702,702,2024,,7.665116666600001,8.239866667,-0.5747500003999981,1,2.51,5.63
RA-703,703,2022,0,6.099,,,0,5.0,
RA-703,703,2023,,6.2737,6.099,0.17469999999999963,0,3.14,5.0
RA-704,704,2022,0,6.741,,,0,5.0,
RA-704,704,2023,,6.8297,6.741,0.08870000000000022,0,3.14,5.0
RA-704,704,2024,1,6.8121156785000005,6.8297,-0.017584321499999334,1,5.635,3.14
RA-705,705,2022,0,6.634,,,0,7.5,
RA-705,705,2023,,6.982,6.634,0.34799999999999986,0,6.89,7.5
RA-705,705,2024,1,5.294247619100001,6.982,-1.6877523808999992,1,5.005,6.89
RA-706,706,2022,0,7.659,,,0,7.5,
RA-706,706,2023,,7.1527,7.659,-0.5062999999999995,1,4.39,7.5
RA-706,706,2024,2,5.8701964286,7.1527,-1.2825035714000004,1,6.26,4.39
RA-707,707,2022,0,7.679,,,0,6.9,
RA-707,707,2023,1,6.518,7.679,-1.1610000000000005,1,3.77,6.9
RA-707,707,2024,2,6.4975618421000005,6.518,-0.020438157899999254,1,4.375,3.77
RA-708,708,2022,0,7.282,,,0,7.5,
RA-708,708,2023,,7.5105,7.282,0.22850000000000037,0,7.52,7.5
RA-709,709,2022,0,5.313,,,0,7.5,
RA-709,709,2023,,6.6927,5.313,1.3797000000000006,0,7.52,7.5
RA-709,709,2024,1,6.833780895800001,6.6927,0.14108089580000094,0,7.51,7.52
RA-710,710,2022,0,7.285,,,0,5.0,
RA-710,710,2023,1,7.0582,7.285,-0.2267999999999999,1,3.77,5.0
RA-710,710,2024,2,7.0366241342,7.0582,-0.021575865800000038,1,5.625,3.77
RA-711,711,2022,0,6.04,,,0,6.3,
RA-712,712,2022,0,6.026,,,0,5.0,
RA-712,712,2023,1,6.331533333,6.026,0.3055333330000005,0,3.14,5.0
RA-712,712,2024,2,6.2236373706000006,6.331533333,-0.10789596239999977,1,5.625,3.14
RA-713,713,2022,0,7.42,,,0,7.5,
RA-713,713,2023,1,7.408033333,7.42,-0.011966667000000264,1,3.77,7.5
RA-713,713,2024,2,7.467500983400001,7.408033333,0.059467650400001126,0,7.51,3.77
RA-714,714,2022,0,6.953,,,0,5.6,
RA-714,714,2023,1,6.078666667,6.953,-0.874333333,1,3.14,5.6
RA-714,714,2024,2,5.4653662008,6.078666667,-0.6133004662000001,1,6.255,3.14
RA-715,715,2022,0,6.656,,,0,4.4,
RA-715,715,2023,,5.8915,6.656,-0.7645,1,3.14,4.4
RA-715,715,2024,2,5.3098253133,5.8915,-0.5816746866999996,1,3.755,3.14
RA-716,716,2022,0,6.525,,,0,7.5,
RA-716,716,2023,1,6.813366667,6.525,0.288366667,0,3.77,7.5
RA-716,716,2024,1,6.2372943675000005,6.813366667,-0.5760722994999998,1,7.51,3.77
RA-717,717,2022,0,6.832,,,0,7.5,
RA-717,717,2023,1,6.633833333,6.832,-0.19816666699999974,1,7.52,7.5
RA-718,718,2022,0,8.093,,,0,6.3,
RA-718,718,2023,1,8.166866667,8.093,0.07386666700000077,0,3.77,6.3
RA-718,718,2024,2,8.705811111100001,8.166866667,0.5389444441000002,0,5.635,3.77
RA-719,719,2022,0,5.552,,,0,7.5,
RA-719,719,2023,,6.4137,5.552,0.8617000000000008,0,7.52,7.5
RA-719,719,2024,1,7.1193969697,6.4137,0.7056969697,0,7.51,7.52
RA-720,720,2022,0,6.731,,,0,7.5,
RA-721,721,2022,0,7.973,,,0,7.5,
RA-721,721,2023,1,8.683366667,7.973,0.7103666669999997,0,7.52,7.5
RA-721,721,2024,2,8.8986026915,8.683366667,0.21523602450000112,0,8.135,7.52
RA-722,722,2022,0,7.41,,,0,4.4,
RA-722,722,2023,1,7.3387,7.41,-0.07129999999999992,1,2.52,4.4
RA-723,723,2022,0,7.426,,,0,8.1,
RA-724,724,2022,0,6.931,,,0,5.6,
RA-725,725,2022,0,6.33,,,0,8.1,
RA-725,725,2023,,8.117366667,6.33,1.7873666670000006,0,7.52,8.1
RA-725,725,2024,,7.0900771929,8.117366667,-1.0272894741000007,1,7.51,7.52
RA-726,726,2022,0,6.985,,,0,7.5,
RA-726,726,2023,,7.3687,6.985,0.38369999999999926,0,7.52,7.5
RA-727,727,2022,0,7.736,,,0,8.1,
RA-727,727,2023,,7.6802,7.736,-0.05579999999999963,1,2.52,8.1
RA-727,727,2024,1,8.447003030300001,7.6802,0.7668030303000011,0,6.26,2.52
RA-728,728,2022,0,8.244,,,0,8.1,
RA-729,729,2022,0,8.155,,,0,8.1,
RA-729,729,2023,,7.26545,8.155,-0.889549999999999,1,3.77,8.1
RA-729,729,2024,,6.684533333300001,7.26545,-0.5809166666999994,1,2.51,3.77
RA-730,730,2022,0,7.902,,,0,8.8,
RA-730,730,2023,1,7.979325,7.902,0.07732500000000009,0,5.02,8.8
RA-730,730,2024,2,8.469255555700002,7.979325,0.48993055570000177,0,6.885,5.02
RA-731,731,2022,0,7.151,,,0,6.9,
RA-731,731,2023,1,6.7742,7.151,-0.37679999999999936,1,3.14,6.9
RA-731,731,2024,2,4.7704873377000006,6.7742,-2.0037126623,1,4.375,3.14
RA-732,732,2022,0,7.347,,,0,8.8,
RA-733,733,2022,0,6.684,,,0,5.6,
RA-733,733,2023,1,8.3342,6.684,1.650199999999999,0,7.52,5.6
RA-733,733,2024,1,8.808825,8.3342,0.4746250000000014,0,7.51,7.52
RA-734,734,2022,0,6.952,,,0,5.6,
RA-734,734,2023,1,7.305908333,6.952,0.3539083329999997,0,7.52,5.6
RA-735,735,2022,0,7.485,,,0,5.6,
RA-735,735,2023,1,7.184,7.485,-0.30100000000000016,1,7.52,5.6
RA-735,735,2024,2,7.7888467391,7.184,0.6048467391000001,0,6.255,7.52
RA-736,736,2022,0,6.707,,,0,5.6,
RA-736,736,2023,1,7.600033333,6.707,0.893033333,0,6.27,5.6
RA-737,737,2022,0,8.058,,,0,5.6,
RA-737,737,2023,1,8.048033333,8.058,-0.009966667000000484,1,7.52,5.6
RA-737,737,2024,2,8.4695488613,8.048033333,0.4215155283000005,0,6.885,7.52
RA-738,738,2022,0,7.227,,,0,5.6,
RA-738,738,2023,1,8.123283333,7.227,0.8962833329999995,0,7.52,5.6
RA-738,738,2024,1,7.2626980238000005,8.123283333,-0.8605853091999993,1,6.885,7.52
RA-739,739,2022,0,6.82,,,0,5.6,
RA-739,739,2023,,7.5972,6.82,0.7771999999999997,0,7.52,5.6
RA-740,740,2022,0,7.218,,,0,5.6,
RA-740,740,2023,,7.2845,7.218,0.06650000000000045,0,7.52,5.6
RA-740,740,2024,1,8.1611005269,7.2845,0.8766005268999999,0,7.51,7.52
RA-741,741,2022,0,6.896,,,0,5.6,
RA-741,741,2023,,6.2707,6.896,-0.6253000000000002,1,4.39,5.6
RA-741,741,2024,1,5.0795885374,6.2707,-1.1911114625999994,1,5.005,4.39
RA-742,742,2022,0,7.097,,,0,5.0,
