RA,ra_num,ano_base,Fase_num,INDE_final,INDE_prev,delta_INDE,queda,IPS,IPS_prev
RA-929,929,2024,,7.7244368421,9.1312,-1.4067631578999995,1,7.51,7.52
RA-930,930,2023,,8.8872,,,0,7.52,
RA-930,930,2024,,7.9298184211,8.8872,-0.9573815788999998,1,7.51,7.52
RA-931,931,2023,,7.3747,,,0,2.52,
RA-931,931,2024,,7.075466666700001,7.3747,-0.29923333329999924,1,2.51,2.52
RA-932,932,2023,,8.3847,,,0,7.52,
RA-933,933,2023,,8.6712,,,0,7.52,
RA-934,934,2023,,9.1737,,,0,7.52,
RA-934,934,2024,,8.338700000000001,9.1737,-0.8349999999999991,1,7.51,7.52
RA-935,935,2023,,7.9535,,,0,7.52,
RA-935,935,2024,,8.3422,7.9535,0.38870000000000005,0,7.51,7.52
RA-936,936,2023,,8.5477,,,0,7.52,
RA-937,937,2023,,9.3237,,,0,7.52,
RA-937,937,2024,,8.3792,9.3237,-0.9444999999999997,1,9.38,7.52
RA-938,938,2023,,6.7372,,,0,7.52,
RA-938,938,2024,,8.0056026915,6.7372,1.2684026915000004,0,7.51,7.52
RA-939,939,2023,,7.9742,,,0,7.52,
RA-939,939,2024,1,7.051379841899999,7.9742,-0.9228201581000004,1,5.63,7.52
RA-940,940,2023,,6.6112,,,0,2.52,
RA-941,941,2023,,7.6872,,,0,7.52,
RA-941,941,2024,,7.746700000000001,7.6872,0.059500000000000774,0,5.01,7.52
RA-942,942,2023,,6.8547,,,0,2.52,
RA-943,943,2023,,8.9172,,,0,7.52,
RA-943,943,2024,1,8.965033333300001,8.9172,0.04783333330000161,0,7.51,7.52
RA-944,944,2023,,7.0687,,,0,7.52,
RA-944,944,2024,,7.8262,7.0687,0.7575000000000003,0,7.51,7.52
RA-945,945,2023,,8.0777,,,0,7.52,
RA-945,945,2024,,7.4195809524000005,8.0777,-0.6581190475999996,1,2.51,7.52
RA-946,946,2023,,8.5822,,,0,7.52,
RA-946,946,2024,,6.677723809500001,8.5822,-1.9044761904999996,1,2.51,7.52
RA-947,947,2023,,6.3457,,,0,7.52,
RA-947,947,2024,,6.053509523800001,6.3457,-0.29219047619999916,1,7.51,7.52
RA-948,948,2023,,6.5277,,,0,7.52,
RA-949,949,2023,,8.0172,,,0,7.52,
RA-949,949,2024,,7.1323428571,8.0172,-0.8848571429000005,1,7.51,7.52
RA-950,950,2023,,8.8862,,,0,7.52,
RA-950,950,2024,,7.693461904800001,8.8862,-1.1927380951999993,1,7.51,7.52
RA-951,951,2023,,8.8902,,,0,7.52,
RA-951,951,2024,,6.4483428571,8.8902,-2.4418571429,1,2.51,7.52
RA-952,952,2023,,8.37095,,,0,3.77,
RA-952,952,2024,1,8.853624242300002,8.37095,0.48267424230000167,0,6.26,3.77
RA-953,953,2023,,7.54005,,,0,3.14,
RA-953,953,2024,1,7.961241502000001,7.54005,0.421191502000001,0,6.26,3.14
RA-954,954,2023,,6.82375,,,0,3.14,
RA-954,954,2024,1,8.2823798419,6.82375,1.4586298418999988,0,6.26,3.14
RA-955,955,2023,,7.1297,,,0,3.14,
RA-955,955,2024,1,6.245452381,7.1297,-0.8842476189999999,1,7.51,3.14
RA-956,956,2023,,7.7312,,,0,7.52,
RA-956,956,2024,1,6.1175906455,7.7312,-1.6136093545000003,1,6.885,7.52
RA-957,957,2023,,9.1672,,,0,7.52,
RA-958,958,2023,,9.2902,,,0,7.52,
RA-958,958,2024,1,9.531325,9.2902,0.24112500000000026,0,6.26,7.52
RA-959,959,2023,,8.6677,,,0,7.52,
RA-959,959,2024,,8.379818421100001,8.6677,-0.28788157889999866,1,7.51,7.52
RA-960,960,2023,,7.0847,,,0,7.52,
RA-960,960,2024,1,5.286047619,7.0847,-1.7986523810000001,1,7.51,7.52
RA-961,961,2023,,5.99625,,,0,2.52,
RA-961,961,2024,1,6.529417908900001,5.99625,0.5331679089000012,0,6.26,2.52
RA-962,962,2023,,8.4742,,,0,7.52,
RA-963,963,2023,,8.6142,,,0,7.52,
RA-963,963,2024,1,8.375080952400001,8.6142,-0.23911904759999913,1,7.51,7.52
RA-964,964,2023,,7.7997,,,0,7.52,
RA-964,964,2024,1,7.548241666600001,7.7997,-0.2514583333999987,1,7.51,7.52
RA-965,965,2023,,6.4832,,,0,6.27,
RA-965,965,2024,,6.1376545455,6.4832,-0.34554545449999985,1,7.51,6.27
RA-966,966,2023,,7.44345,,,0,7.52,
RA-966,966,2024,,7.9943363636,7.44345,0.5508863636000001,0,7.51,7.52
RA-967,967,2023,,7.1347,,,0,7.52,
RA-967,967,2024,1,5.442610714300001,7.1347,-1.692089285699999,1,7.51,7.52
RA-968,968,2023,,8.4942,,,0,7.52,
RA-968,968,2024,1,7.8403547619000005,8.4942,-0.6538452380999988,1,7.51,7.52
RA-969,969,2023,,7.7692,,,0,7.52,
RA-969,969,2024,,7.453427272700001,7.7692,-0.31577272729999883,1,7.51,7.52
RA-970,970,2023,,8.9977,,,0,7.52,
RA-971,971,2023,,7.0169,,,0,3.77,
RA-971,971,2024,,6.8916181818,7.0169,-0.1252818181999995,1,7.51,3.77
RA-972,972,2023,,7.5427,,,0,3.77,
RA-972,972,2024,,7.537472727300001,7.5427,-0.005227272699999119,1,7.51,3.77
RA-973,973,2023,,5.82875,,,0,3.77,
RA-973,973,2024,,6.9318363636,5.82875,1.1030863636000001,0,7.51,3.77
RA-974,974,2023,,8.4752,,,0,3.77,
RA-974,974,2024,,7.6077217391,8.4752,-0.8674782608999996,1,7.51,3.77
RA-975,975,2023,,7.7803,,,0,7.52,
RA-975,975,2024,,7.1463666667000005,7.7803,-0.6339333332999999,1,5.01,7.52
RA-976,976,2023,,8.39895,,,0,6.27,
RA-977,977,2023,,7.1717,,,0,5.02,
RA-977,977,2024,,7.188033333300001,7.1717,0.01633333330000042,0,6.26,5.02
RA-978,978,2023,,8.3877,,,0,3.77,
RA-978,978,2024,,7.4637,8.3877,-0.9240000000000004,1,6.26,3.77
RA-979,979,2023,,8.1617,,,0,6.27,
RA-979,979,2024,,8.0352454545,8.1617,-0.12645454549999968,1,7.51,6.27
RA-980,980,2023,,7.1425,,,0,5.02,
RA-980,980,2024,1,7.946388311600001,7.1425,0.8038883116000006,0,7.51,5.02
RA-981,981,2023,,7.5367,,,0,2.52,
RA-981,981,2024,,6.6513739130000005,7.5367,-0.8853260869999993,1,6.26,2.52
RA-982,982,2023,,7.1215,,,0,2.52,
RA-982,982,2024,1,8.119860173100001,7.1215,0.9983601731000009,0,7.51,2.52
RA-983,983,2023,,8.3502,,,0,2.52,
RA-984,984,2023,,8.8177,,,0,7.52,
RA-984,984,2024,1,8.475080952400003,8.8177,-0.34261904759999773,1,7.51,7.52
RA-985,985,2023,,7.6247,,,0,2.52,
RA-985,985,2024,1,8.2432,7.6247,0.6185,0,6.26,2.52
RA-986,986,2023,,8.0107,,,0,2.52,
RA-986,986,2024,1,8.2603406926,8.0107,0.24964069259999988,0,6.26,2.52
RA-987,987,2023,,7.6765,,,0,6.27,
RA-987,987,2024,1,8.3028861472,7.6765,0.6263861472000007,0,7.51,6.27
RA-988,988,2023,,7.9568,,,0,7.52,
RA-988,988,2024,1,8.1765333333,7.9568,0.21973333329999978,0,7.51,7.52
RA-989,989,2023,,7.7242,,,0,2.52,
RA-989,989,2024,1,7.3743785714,7.7242,-0.34982142859999943,1,6.26,2.52
RA-990,990,2023,,7.254,,,0,7.52,
RA-990,990,2024,1,7.812283333400001,7.254,0.5582833334000012,0,7.51,7.52
RA-991,991,2023,,7.7687,,,0,3.14,
RA-991,991,2024,1,7.057230303000001,7.7687,-0.7114696969999992,1,6.26,3.14
RA-992,992,2023,,7.2722,,,0,3.14,
RA-993,993,2023,,8.7592,,,0,3.77,
RA-994,994,2023,,7.4127,,,0,3.77,
RA-994,994,2024,,7.7982217391,7.4127,0.38552173909999965,0,6.88,3.77
RA-995,995,2023,,6.4782,,,0,3.77,
RA-995,995,2024,1,5.110372077899999,6.4782,-1.367827922100001,1,5.635,3.77
RA-996,996,2023,,8.1892,,,0,3.77,
RA-997,997,2023,,7.5687,,,0,3.77,
RA-998,998,2023,,7.9752,,,0,3.77,
RA-999,999,2023,,8.0352,,,0,3.77,
RA-1000,1000,2023,,7.9162,,,0,3.77,
RA-1000,1000,2024,1,8.364790909100002,7.9162,0.44859090910000177,0,6.26,3.77
RA-1001,1001,2023,,8.1162,,,0,7.52,
RA-1001,1001,2024,1,7.7964318841,8.1162,-0.31976811589999876,1,7.51,7.52
RA-1002,1002,2023,,7.9012,,,0,7.52,
RA-1002,1002,2024,,7.967866666700001,7.9012,0.06666666670000065,0,7.51,7.52
RA-1003,1003,2023,,7.6522,,,0,7.52,
RA-1003,1003,2024,,7.627588888900001,7.6522,-0.024611111099998695,1,7.51,7.52
RA-1004,1004,2023,,8.3137,,,0,7.52,
RA-1004,1004,2024,,7.801200000000001,8.3137,-0.5125000000000002,1,7.51,7.52
RA-1005,1005,2023,,8.4252,,,0,7.52,
RA-1006,1006,2023,,8.5922,,,0,7.52,
RA-1006,1006,2024,,7.040088888900001,8.5922,-1.5521111110999994,1,7.51,7.52
RA-1007,1007,2023,,8.0782,,,0,7.52,
RA-1008,1008,2023,,8.13595,,,0,7.52,
RA-1008,1008,2024,,6.8667414438000005,8.13595,-1.2692085561999988,1,7.51,7.52
RA-1009,1009,2023,,7.245,,,0,3.77,
RA-1009,1009,2024,,6.395389393900001,7.245,-0.8496106060999988,1,2.51,3.77
RA-1010,1010,2023,,8.70645,,,0,3.77,
RA-1011,1011,2023,,7.33095,,,0,3.77,
RA-1012,1012,2023,,7.96495,,,0,3.77,
RA-1012,1012,2024,,8.057128571400002,7.96495,0.09217857140000163,0,2.51,3.77
RA-1013,1013,2023,,7.6237,,,0,4.39,
RA-1013,1013,2024,,5.7839559808,7.6237,-1.8397440192000003,1,2.51,4.39
RA-1014,1014,2023,,8.2582,,,0,3.77,
RA-1014,1014,2024,,6.315972727300001,8.2582,-1.9422272726999994,1,2.51,3.77
RA-1015,1015,2023,1,7.538908333,,,0,6.27,
RA-1015,1015,2024,2,6.643252381000002,7.538908333,-0.8956559519999985,1,7.51,6.27
RA-1016,1016,2023,1,7.762575,,,0,7.52,
RA-1017,1017,2023,1,6.505333333,,,0,5.02,
RA-1017,1017,2024,2,7.345521428500001,6.505333333,0.8401880955000003,0,6.26,5.02
RA-1018,1018,2023,1,6.824,,,0,5.02,
RA-1018,1018,2024,1,7.7054045454,6.824,0.8814045454000006,0,6.26,5.02
RA-1019,1019,2023,1,7.177033333,,,0,5.02,
RA-1019,1019,2024,1,8.692255194900001,7.177033333,1.5152218619000015,0,6.26,5.02
RA-1020,1020,2023,1,7.612283333,,,0,2.52,
RA-1020,1020,2024,1,8.9544954545,7.612283333,1.3422121215000002,0,6.88,2.52
RA-1021,1021,2023,1,6.964616667,,,0,3.77,
RA-1021,1021,2024,1,8.0985863636,6.964616667,1.1339696966000012,0,7.51,3.77
RA-1022,1022,2023,1,7.164616667,,,0,3.77,
RA-1022,1022,2024,1,7.613169697000002,7.164616667,0.448553030000002,0,6.26,3.77
RA-1023,1023,2023,1,9.1342,,,0,6.27,
RA-1023,1023,2024,2,9.498580952300001,9.1342,0.3643809523000012,0,9.375,6.27
RA-1024,1024,2023,1,7.788875,,,0,6.27,
RA-1024,1024,2024,1,8.6516166666,7.788875,0.8627416666000007,0,7.51,6.27
RA-1025,1025,2023,1,8.215158333,,,0,7.52,
RA-1025,1025,2024,1,7.897071212,8.215158333,-0.3180871209999996,1,7.51,7.52
RA-1026,1026,2023,1,6.494825,,,0,7.52,
RA-1027,1027,2023,1,7.748866667,,,0,7.52,
RA-1027,1027,2024,2,8.220866666700001,7.748866667,0.4719999997000013,0,7.51,7.52
RA-1028,1028,2023,1,6.415708333,,,0,7.52,
RA-1028,1028,2024,1,7.1404338602,6.415708333,0.7247255271999995,0,5.63,7.52
RA-1029,1029,2023,1,7.058533333,,,0,3.77,
RA-1029,1029,2024,1,7.797790909100001,7.058533333,0.7392575761000009,0,6.885,3.77
RA-1030,1030,2023,1,7.4027,,,0,3.77,
RA-1030,1030,2024,2,7.7401916040000005,7.4027,0.3374916040000002,0,4.385,3.77
RA-1031,1031,2023,1,7.0602,,,0,7.52,
RA-1031,1031,2024,1,6.8757227273,7.0602,-0.1844772726999997,1,7.51,7.52
RA-1032,1032,2023,1,7.434033333,,,0,7.52,
RA-1032,1032,2024,1,8.01645,7.434033333,0.5824166670000004,0,7.51,7.52
RA-1033,1033,2023,1,8.126033333,,,0,7.52,
RA-1034,1034,2023,1,7.9642,,,0,7.52,
RA-1034,1034,2024,2,8.0333666666,7.9642,0.06916666659999926,0,7.51,7.52
RA-1035,1035,2023,1,6.888833333,,,0,7.52,
RA-1035,1035,2024,1,7.833495454500001,6.888833333,0.9446621215000013,0,7.51,7.52
RA-1036,1036,2023,1,6.970583333,,,0,3.77,
RA-1036,1036,2024,2,8.2841303831,6.970583333,1.3135470501000004,0,7.51,3.77
RA-1037,1037,2023,1,7.655575,,,0,7.52,
RA-1038,1038,2023,1,7.736825,,,0,7.52,
RA-1038,1038,2024,2,7.9646385965,7.736825,0.22781359650000077,0,7.51,7.52
RA-1039,1039,2023,1,7.686033333,,,0,7.52,
RA-1039,1039,2024,2,7.549644444400001,7.686033333,-0.1363888885999991,1,7.51,7.52
RA-1040,1040,2023,1,7.81545,,,0,7.52,
RA-1040,1040,2024,2,7.764199999900001,7.81545,-0.05125000009999958,1,7.51,7.52
RA-1041,1041,2023,1,6.724116667,,,0,7.52,
RA-1042,1042,2023,1,5.331166667,,,0,3.77,
RA-1043,1043,2023,1,6.5447,,,0,6.27,
RA-1043,1043,2024,1,7.539847562500002,6.5447,0.9951475625000024,0,7.51,6.27
RA-1044,1044,2023,1,7.629533333,,,0,7.52,
RA-1044,1044,2024,2,7.966711904800001,7.629533333,0.3371785718000009,0,7.51,7.52
RA-1045,1045,2023,1,8.089033333,,,0,7.52,
RA-1046,1046,2023,1,6.835833333,,,0,3.77,
RA-1047,1047,2023,1,7.848366667,,,0,3.77,
RA-1048,1048,2023,1,7.811366667,,,0,3.77,
RA-1048,1048,2024,2,7.5198666666000005,7.811366667,-0.29150000039999924,1,6.255,3.77
RA-1049,1049,2023,1,7.443366667,,,0,7.52,
RA-1049,1049,2024,1,6.821885606,7.443366667,-0.6214810609999999,1,7.51,7.52
RA-1050,1050,2023,1,7.764366667,,,0,6.27,
RA-1051,1051,2023,1,8.534866667,,,0,6.27,
RA-1052,1052,2023,1,6.960333333,,,0,7.52,
RA-1052,1052,2024,1,7.744032575800001,6.960333333,0.7836992428000009,0,6.26,7.52
RA-1053,1053,2023,1,7.776166667,,,0,6.27,
RA-1054,1054,2023,1,7.459533333,,,0,7.52,
RA-1054,1054,2024,2,6.985788509300001,7.459533333,-0.4737448236999997,1,7.51,7.52
RA-1055,1055,2023,1,5.9765,,,0,7.52,
RA-1055,1055,2024,1,6.403040909100001,5.9765,0.42654090910000164,0,7.51,7.52
RA-1056,1056,2023,1,8.551741667,,,0,7.52,
RA-1056,1056,2024,1,8.192009523800001,8.551741667,-0.3597321431999987,1,7.51,7.52
RA-1057,1057,2023,1,8.4827,,,0,7.52,
RA-1057,1057,2024,1,8.2352,8.4827,-0.24749999999999872,1,6.26,7.52
RA-1058,1058,2023,1,7.356533333,,,0,3.14,
RA-1058,1058,2024,1,7.703347619,7.356533333,0.34681428599999986,0,6.88,3.14
RA-1059,1059,2023,1,7.763741667,,,0,2.52,
RA-1059,1059,2024,2,8.678450000000002,7.763741667,0.9147083330000019,0,6.26,2.52
RA-1060,1060,2023,1,7.095741667,,,0,3.14,
RA-1060,1060,2024,2,6.448416666600001,7.095741667,-0.6473250003999995,1,6.26,3.14
RA-1061,1061,2023,1,8.196533333,,,0,3.14,
RA-1061,1061,2024,2,8.76595,8.196533333,0.5694166670000005,0,6.26,3.14
RA-1062,1062,2023,1,7.448841667,,,0,3.77,
RA-1062,1062,2024,1,7.6147238096,7.448841667,0.16588214260000012,0,5.63,3.77
RA-1063,1063,2023,1,7.490825,,,0,7.52,
RA-1063,1063,2024,2,7.279250000000001,7.490825,-0.21157499999999896,1,7.51,7.52
RA-1064,1064,2023,1,8.4777,,,0,7.52,
RA-1064,1064,2024,2,8.9802350877,8.4777,0.5025350877000001,0,7.51,7.52
RA-1065,1065,2023,1,8.03395,,,0,7.52,
RA-1065,1065,2024,2,8.8634934783,8.03395,0.8295434782999997,0,6.26,7.52
RA-1066,1066,2023,1,7.262616667,,,0,7.52,
RA-1066,1066,2024,2,7.9326223603,7.262616667,0.6700056933000003,0,6.26,7.52
RA-1067,1067,2023,1,6.541458333,,,0,7.52,
RA-1067,1067,2024,1,7.840033333300001,6.541458333,1.2985750003000014,0,7.51,7.52
RA-1068,1068,2023,1,8.472533333,,,0,6.89,
RA-1068,1068,2024,2,9.0150030303,8.472533333,0.5424696973000014,0,7.51,6.89
RA-1069,1069,2023,1,7.590033333,,,0,7.52,
RA-1069,1069,2024,2,7.678917391300001,7.590033333,0.08888405830000057,0,7.51,7.52
RA-1070,1070,2023,1,6.939033333,,,0,3.14,
RA-1070,1070,2024,1,6.287171861500001,6.939033333,-0.6518614714999993,1,5.635,3.14
RA-1071,1071,2023,1,6.414033333,,,0,7.52,
RA-1071,1071,2024,2,4.8048623378,6.414033333,-1.6091709951999995,1,7.51,7.52
RA-1072,1072,2023,2,8.0152,,,0,5.0,
RA-1072,1072,2024,3,7.8153856754,8.0152,-0.19981432460000015,1,8.755,5.0
RA-1073,1073,2023,2,6.384333333,,,0,2.52,
RA-1073,1073,2024,3,7.0859945773333335,6.384333333,0.7016612443333337,0,7.5,2.52
RA-1074,1074,2023,2,6.195833333,,,0,2.52,
RA-1075,1075,2023,2,6.591333333,,,0,5.0,
RA-1075,1075,2024,2,6.8100812324,6.591333333,0.21874789940000028,0,3.755,5.0
RA-1076,1076,2023,2,7.901033333,,,0,2.52,
RA-1076,1076,2024,3,7.479598365200001,7.901033333,-0.4214349677999989,1,8.125,2.52
RA-1077,1077,2023,2,7.2115,,,0,2.52,
RA-1077,1077,2024,3,5.543865740733334,7.2115,-1.6676342592666664,1,6.885,2.52
RA-1078,1078,2023,2,6.472333333,,,0,2.52,
RA-1079,1079,2023,2,6.916533333,,,0,2.52,
RA-1079,1079,2024,3,5.4253413299333335,6.916533333,-1.4911920030666668,1,2.51,2.52
RA-1080,1080,2023,2,6.571966667,,,0,5.0,
RA-1081,1081,2023,2,7.666033333,,,0,2.52,
RA-1081,1081,2024,4,8.5452952381,7.666033333,0.8792619050999999,0,5.005,2.52
RA-1082,1082,2023,2,7.1617,,,0,2.52,
RA-1082,1082,2024,2,6.6114857142,7.1617,-0.5502142858000001,1,10.0,2.52
RA-1083,1083,2023,2,8.2345,,,0,5.0,
RA-1084,1084,2023,2,7.9948,,,0,2.52,
RA-1084,1084,2024,3,6.9071109649333335,7.9948,-1.0876890350666661,1,5.63,2.52
RA-1085,1085,2023,2,6.563833333,,,0,2.52,
RA-1086,1086,2023,2,7.2382,,,0,2.52,
RA-1087,1087,2023,2,7.2067,,,0,2.52,
RA-1087,1087,2024,3,6.913936532,7.2067,-0.2927634679999995,1,8.755,2.52
RA-1088,1088,2023,2,7.4717,,,0,2.52,
RA-1089,1089,2023,2,7.9947,,,0,2.52,
RA-1089,1089,2024,3,7.6221531746,7.9947,-0.3725468253999997,1,8.13,2.52
RA-1090,1090,2023,2,7.844033333,,,0,2.52,
RA-1090,1090,2024,3,7.7652831384,7.844033333,-0.07875019459999955,1,7.51,2.52
RA-1091,1091,2023,2,8.032533333,,,0,2.52,
RA-1092,1092,2023,2,7.41,,,0,2.52,
RA-1093,1093,2023,2,8.197533333,,,0,2.52,
RA-1093,1093,2024,3,8.5079027778,8.197533333,0.3103694447999992,0,8.13,2.52
RA-1094,1094,2023,2,8.1779,,,0,2.52,
RA-1094,1094,2024,3,8.0164785714,8.1779,-0.16142142859999886,1,2.51,2.52
RA-1095,1095,2023,2,6.238,,,0,2.52,
RA-1095,1095,2024,3,6.108547514666667,6.238,-0.1294524853333332,1,7.51,2.52
RA-1096,1096,2023,2,8.615533333,,,0,2.52,
RA-1096,1096,2024,3,9.189883333333334,8.615533333,0.5743500003333342,0,8.755,2.52
RA-1097,1097,2023,2,6.9547,,,0,5.0,
RA-1097,1097,2024,3,5.475324895633334,6.9547,-1.4793751043666656,1,6.25,5.0
RA-1098,1098,2023,2,7.2787,,,0,2.52,
RA-1098,1098,2024,3,6.5744562514,7.2787,-0.7042437485999997,1,7.51,2.52
RA-1099,1099,2023,2,7.113533333,,,0,2.52,
RA-1099,1099,2024,3,7.332483333333334,7.113533333,0.21895000033333378,0,10.0,2.52
RA-1100,1100,2023,2,8.261033333,,,0,5.0,
RA-1100,1100,2024,3,6.649708333333334,8.261033333,-1.6113249996666665,1,7.51,5.0
RA-1101,1101,2023,2,6.446666667,,,0,5.0,
RA-1102,1102,2023,2,8.123033333,,,0,5.0,
RA-1102,1102,2024,3,8.440611904733334,8.123033333,0.3175785717333337,0,8.13,5.0
RA-1103,1103,2023,2,7.574866667,,,0,5.0,
RA-1103,1103,2024,2,7.861995031000001,7.574866667,0.28712836400000086,0,7.51,5.0
RA-1104,1104,2023,2,7.265533333,,,0,2.52,
RA-1105,1105,2023,2,6.299166667,,,0,2.52,
RA-1106,1106,2023,2,7.1642,,,0,5.0,
RA-1106,1106,2024,3,5.936272086266667,7.1642,-1.2279279137333328,1,7.51,5.0
RA-1107,1107,2023,2,7.9327,,,0,5.0,
RA-1107,1107,2024,3,5.9731,7.9327,-1.9596,1,2.51,5.0
RA-1108,1108,2023,2,6.310833333,,,0,5.0,
RA-1108,1108,2024,3,6.017215010400001,6.310833333,-0.29361832259999865,1,8.13,5.0
RA-1109,1109,2023,2,6.277533333,,,0,5.0,
RA-1110,1110,2023,2,7.248566667,,,0,5.0,
RA-1111,1111,2023,2,6.559166667,,,0,2.52,
RA-1111,1111,2024,3,6.116032815733334,6.559166667,-0.4431338512666665,1,7.5,2.52
RA-1112,1112,2023,2,7.088866667,,,0,2.52,
RA-1112,1112,2024,3,6.8560823939999995,7.088866667,-0.23278427300000004,1,8.135,2.52
RA-1113,1113,2023,2,5.636666667,,,0,7.52,
RA-1114,1114,2023,2,7.5667,,,0,2.52,
RA-1114,1114,2024,3,7.437466666666667,7.5667,-0.12923333333333265,1,2.51,2.52
RA-1115,1115,2023,2,6.474,,,0,7.52,
RA-1115,1115,2024,2,6.570068686900001,6.474,0.0960686869000007,0,7.51,7.52
RA-1116,1116,2023,2,6.956533333,,,0,5.0,
RA-1116,1116,2024,3,3.7894777778,6.956533333,-3.1670555552,1,6.26,5.0
RA-1117,1117,2023,2,8.382366667,,,0,7.52,
RA-1117,1117,2024,3,7.601562962866668,8.382366667,-0.7808037041333318,1,7.51,7.52
RA-1118,1118,2023,2,7.163833333,,,0,7.52,
RA-1118,1118,2024,3,7.0305545924,7.163833333,-0.13327874060000067,1,9.38,7.52
RA-1119,1119,2023,2,7.192,,,0,3.77,
RA-1119,1119,2024,3,7.388266666666667,7.192,0.19626666666666726,0,7.51,3.77
RA-1120,1120,2023,2,9.103366667,,,0,7.52,
RA-1121,1121,2023,2,8.049,,,0,6.26,
RA-1121,1121,2024,3,8.407166666633334,8.049,0.3581666666333341,0,7.51,6.26
RA-1122,1122,2023,2,7.3715,,,0,6.89,
RA-1122,1122,2024,3,7.817322222166666,7.3715,0.4458222221666661,0,7.51,6.89
RA-1123,1123,2023,2,6.9565,,,0,7.52,
RA-1124,1124,2023,2,6.667866667,,,0,7.52,
RA-1125,1125,2023,2,6.655366667,,,0,7.52,
RA-1126,1126,2023,2,,,,0,3.77,
RA-1127,1127,2023,2,8.3167,,,0,5.02,
RA-1127,1127,2024,3,8.180966666666668,8.3167,-0.1357333333333326,1,7.51,5.02
RA-1128,1128,2023,2,6.404533333,,,0,5.02,
RA-1129,1129,2023,2,7.309333333,,,0,6.27,
RA-1129,1129,2024,3,7.360417647066668,7.309333333,0.051084314066668135,0,8.13,6.27
RA-1130,1130,2023,2,8.0037,,,0,7.52,
RA-1130,1130,2024,3,6.563952941199999,8.0037,-1.439747058800001,1,8.13,7.52
RA-1131,1131,2023,2,8.316133333,,,0,5.02,
RA-1131,1131,2024,3,8.2889555555,8.316133333,-0.02717777750000039,1,6.255,5.02
RA-1132,1132,2023,2,6.829533333,,,0,6.27,
RA-1133,1133,2023,2,8.600033333,,,0,6.27,
RA-1133,1133,2024,3,8.238553968266668,8.600033333,-0.36147936473333253,1,8.75,6.27
RA-1134,1134,2023,2,7.769866667,,,0,3.76,
RA-1134,1134,2024,3,7.7564571427,7.769866667,-0.013409524299999198,1,7.51,3.76
RA-1135,1135,2023,2,7.453833333,,,0,7.52,
RA-1136,1136,2023,2,6.7351,,,0,2.52,
RA-1136,1136,2024,3,5.458179831866667,6.7351,-1.2769201681333326,1,8.135,2.52
RA-1137,1137,2023,2,8.743366667,,,0,6.27,
RA-1137,1137,2024,3,7.1837526524666675,8.743366667,-1.5596140145333326,1,8.13,6.27
RA-1138,1138,2023,2,8.3472,,,0,6.27,
RA-1139,1139,2023,2,7.6647,,,0,5.64,
RA-1139,1139,2024,3,6.906276357600001,7.6647,-0.7584236423999986,1,7.51,5.64
RA-1140,1140,2023,2,7.703533333,,,0,7.52,
RA-1140,1140,2024,2,7.3473880383,7.703533333,-0.3561452947000001,1,7.51,7.52
RA-1141,1141,2023,2,7.2757,,,0,7.52,
RA-1141,1141,2024,3,6.793890866866667,7.2757,-0.48180913313333296,1,7.51,7.52
RA-1142,1142,2023,2,9.175033333,,,0,7.52,
RA-1142,1142,2024,3,8.390566666666668,9.175033333,-0.7844666663333317,1,7.51,7.52
RA-1143,1143,2023,3,6.445933333,,,0,6.26,
RA-1143,1143,2024,3,5.881225668333334,6.445933333,-0.564707664666666,1,9.38,6.26
RA-1144,1144,2023,3,7.410625,,,0,5.02,
RA-1145,1145,2023,3,7.484375,,,0,4.39,
RA-1146,1146,2023,3,6.689583333,,,0,6.26,
RA-1146,1146,2024,3,5.3933086048000005,6.689583333,-1.2962747281999993,1,6.88,6.26
RA-1147,1147,2023,3,7.072983333,,,0,6.26,
RA-1147,1147,2024,3,5.833118518533334,7.072983333,-1.2398648144666655,1,8.755,6.26
RA-1148,1148,2023,3,7.227866667,,,0,3.77,
RA-1149,1149,2023,3,7.410108333,,,0,2.52,
RA-1149,1149,2024,4,8.1371,7.410108333,0.7269916670000001,0,10.0,2.52
RA-1150,1150,2023,3,7.076008333,,,0,2.52,
RA-1150,1150,2024,4,7.1023212964,7.076008333,0.026312963400000555,0,7.51,2.52
RA-1151,1151,2023,3,7.829958333,,,0,2.52,
RA-1151,1151,2024,4,8.749111111066668,7.829958333,0.9191527780666675,0,5.635,2.52
RA-1152,1152,2023,3,6.544916667,,,0,5.0,
RA-1153,1153,2023,3,7.968658333,,,0,7.52,
RA-1153,1153,2024,4,8.268876190466667,7.968658333,0.3002178574666674,0,5.635,7.52
RA-1154,1154,2023,3,7.701125,,,0,5.63,
RA-1154,1154,2024,3,7.5660750000000005,7.701125,-0.13504999999999967,1,7.51,5.63
RA-1155,1155,2023,3,7.821633333,,,0,5.63,
RA-1155,1155,2024,4,7.119011111133333,7.821633333,-0.7026222218666671,1,5.005,5.63
RA-1156,1156,2023,3,7.340775,,,0,2.52,
RA-1156,1156,2024,4,6.6777135642,7.340775,-0.6630614357999995,1,7.51,2.52
RA-1157,1157,2023,3,7.086633333,,,0,6.26,
RA-1157,1157,2024,3,7.916082936533334,7.086633333,0.8294496035333339,0,7.51,6.26
RA-1158,1158,2023,3,6.306666667,,,0,2.52,
RA-1159,1159,2023,3,5.913883333,,,0,2.52,
