RA,ra_num,ano_base,Fase_num,IAN,IPP
RA-90,90,2024,7,10.0,7.5
RA-269,269,2024,7,10.0,7.5
RA-270,270,2024,7,10.0,7.5
RA-76,76,2024,7,10.0,7.5
RA-153,153,2024,7,10.0,7.5
RA-1226,1226,2024,7,10.0,7.5
RA-93,93,2024,7,10.0,7.5
RA-119,119,2024,7,10.0,7.5
RA-241,241,2024,7,10.0,7.5
RA-242,242,2024,7,10.0,7.5
RA-52,52,2024,7,10.0,7.5
RA-1227,1227,2024,7,10.0,7.5
RA-245,245,2024,7,10.0,7.5
RA-246,246,2024,7,10.0,7.5
RA-1228,1228,2024,7,10.0,7.5
RA-1229,1229,2024,7,10.0,7.5
RA-98,98,2024,7,10.0,7.5
RA-277,277,2024,7,10.0,7.5
RA-172,172,2024,7,10.0,7.5
RA-291,291,2024,7,10.0,7.5
RA-86,86,2024,7,10.0,7.5
RA-143,143,2024,7,10.0,7.5
RA-166,166,2024,7,10.0,7.5
RA-191,191,2024,7,10.0,7.5
