RA;ra_num;ano_base;Fase_num;IEG;IDA;IPV
RA-797;797;2024;2,0;4,841;7,25;6,723
RA-636;636;2024;2,0;4,904;5,25;5,553
RA-1140;1140;2024;2,0;6,112;7,0;7,39
RA-1503;1503;2024;2,0;10,0;2,75;7,723
RA-814;814;2024;2,0;9,091;7,5;7,053
RA-637;637;2024;2,0;6,227;7,75;7,777
RA-652;652;2024;2,0;6,932;5,5;7,663
RA-816;816;2024;2,0;9,773;9,25;8,787
RA-1504;1504;2024;2,0;4,614;6,75;6,94
RA-638;638;2024;2,0;5,727;5,0;5,937
RA-1505;1505;2024;2,0;7,525;3,75;6,943
RA-643;643;2024;2,0;6,866;4,5;5,827
RA-645;645;2024;2,0;8,386;5,25;7,557
RA-1068;1068;2024;2,0;9,068;9,5;8,73
RA-798;798;2024;2,0;3,506;4,75;2,943
RA-799;799;2024;2,0;9,091;5,25;7,5
RA-1506;1506;2024;2,0;8,387;3,5;7,887
RA-802;802;2024;2,0;7,013;8,75;6,723
RA-1507;1507;2024;2,0;4,448;5,0;3,777
RA-1071;1071;2024;2,0;4,188;4,5;2,997
RA-1508;1508;2024;2,0;7,229;9,25;8,167
RA-1509;1509;2024;2,0;6,515;7,5;7,447
RA-1510;1510;2024;2,0;9,773;10,0;9,003
RA-785;785;2024;2,0;10,0;9,0;8,893
RA-1511;1511;2024;2,0;9,327;8,75;8,557
RA-752;752;2024;2,0;7,526;5,75;5,613
RA-790;790;2024;2,0;6,812;6,75;6,883
RA-590;590;2024;2,0;8,458;4,0;7,723
RA-1512;1512;2024;2,0;10,0;5,5;7,61
RA-472;472;2024;2,0;7,484;6,25;6,333
RA-628;628;2024;2,0;10,0;9,0;7,833
RA-1513;1513;2024;2,0;7,525;3,75;7,223
RA-1514;1514;2024;2,0;7,98;5,5;7,273
RA-629;629;2024;2,0;9,524;6,0;7,277
RA-832;832;2024;2,0;8,696;8,0;7,5
RA-1515;1515;2024;2,0;6,667;3,5;6,72
RA-833;833;2024;2,0;9,327;8,0;7,947
RA-819;819;2024;2,0;7,785;9,0;8,503
RA-1073;1073;2024;3,0;6,371;6,5;5,788
RA-494;494;2024;3,0;7,329;6,333;8,915
RA-484;484;2024;3,0;3,914;0,0;3,122
RA-496;496;2024;3,0;5,316;5,667;6,162
RA-1516;1516;2024;3,0;5,404;4,667;7,548
RA-1143;1143;2024;3,0;5,201;3,167;6,79
RA-1517;1517;2024;3,0;4,306;4,667;6,708
RA-1518;1518;2024;3,0;5,714;1,75;6,582
RA-227;227;2024;3,0;8,098;6,5;7,54
RA-487;487;2024;3,0;9,441;9,667;9,172
RA-1076;1076;2024;3,0;7,777;6,333;6,542
RA-1084;1084;2024;3,0;7,705;3,667;7,458
RA-1519;1519;2024;3,0;5,561;4,833;7,502
RA-490;490;2024;3,0;5,511;6,167;7,295
RA-346;346;2024;3,0;9,149;6,167;8,252
RA-546;546;2024;3,0;3,784;4,667;5,5
RA-1087;1087;2024;3,0;8,393;2,667;6,58
RA-493;493;2024;3,0;8,933;3,167;6,705
RA-1520;1520;2024;3,0;9,061;3,75;7,332
RA-1072;1072;2024;3,0;5,628;8,167;7,545
RA-1521;1521;2024;3,0;6,158;3,167;5,452
RA-536;536;2024;3,0;9,109;5,5;7,415
RA-1079;1079;2024;3,0;4,516;6,333;4,162
RA-331;331;2024;3,0;7,735;3,5;5,62
RA-1522;1522;2024;3,0;10,0;7,0;7,128
RA-1096;1096;2024;3,0;9,867;8,5;9,09
RA-513;513;2024;3,0;8,832;7,667;8,545
RA-531;531;2024;3,0;9,804;6,667;7,335
RA-1523;1523;2024;3,0;9,283;8,167;8,755
RA-1524;1524;2024;3,0;2,778;4,0;6,918
RA-1147;1147;2024;3,0;6,126;3,167;5,495
RA-479;479;2024;3,0;9,867;9,667;9,45
RA-517;517;2024;3,0;5,266;5,0;6,11
RA-325;325;2024;3,0;9,867;7,0;7,553
RA-1525;1525;2024;3,0;8,294;7,0;7,553
RA-518;518;2024;3,0;6,83;4,0;6,94
RA-1146;1146;2024;3,0;5,017;2,0;5,883
RA-530;530;2024;3,0;6,469;4,5;7,497
RA-524;524;2024;3,0;5,112;8,667;7,39
RA-578;578;2024;3,0;10,0;9,833;9,45
RA-526;526;2024;3,0;9,382;7,333;7,497
RA-528;528;2024;3,0;5,793;6,667;6,937
RA-516;516;2024;3,0;10,0;8,833;7,56
RA-534;534;2024;3,0;6,043;5,0;7,103
RA-1097;1097;2024;3,0;4,85;3,0;5,88
RA-360;360;2024;3,0;5,618;5,833;6,993
RA-1526;1526;2024;3,0;10,0;3,75;8,127
RA-1077;1077;2024;3,0;7,704;2,0;6,37
RA-508;508;2024;3,0;5,567;4,667;7,5
RA-363;363;2024;3,0;9,524;5,333;6,955
RA-340;340;2024;3,0;6,586;5,167;5,83
RA-1527;1527;2024;3,0;10,0;8,0;7,835
RA-509;509;2024;3,0;6,364;6,0;7,248
RA-500;500;2024;3,0;10,0;6,667;8,378
RA-1528;1528;2024;3,0;7,788;5,667;7,335
RA-1089;1089;2024;3,0;7,04;6,833;6,995
RA-1090;1090;2024;3,0;7,622;6,333;7,418
RA-503;503;2024;3,0;9,825;7,667;7,792
RA-1093;1093;2024;3,0;7,722;8,667;8,882
RA-1094;1094;2024;3,0;9,524;7,333;8,168
RA-1095;1095;2024;3,0;7,845;2,333;5,125
RA-1098;1098;2024;3,0;5,822;3,5;6,748
RA-1106;1106;2024;3,0;5,431;0,0;7,5
RA-568;568;2024;3,0;3,262;5,167;5,496
RA-558;558;2024;3,0;3,776;3,0;4,268
RA-559;559;2024;3,0;5,705;3,167;4,728
RA-1529;1529;2024;3,0;7,436;5,5;6,964
RA-1111;1111;2024;3,0;4,6;5,0;5,824
RA-1108;1108;2024;3,0;3,755;3,667;5,422
RA-542;542;2024;3,0;6,481;3,933;6,232
RA-543;543;2024;3,0;9,617;6,833;8,7
RA-1530;1530;2024;3,0;2,524;2,833;5,258
RA-555;555;2024;3,0;2,751;4,333;5,03
RA-1531;1531;2024;3,0;7,973;5,833;7,14
RA-1099;1099;2024;3,0;8,133;3,833;6,622
RA-1154;1154;2024;3,0;9,2;8,0;6,745
RA-1100;1100;2024;3,0;7,1;4,667;5,618
RA-381;381;2024;3,0;6,133;3,667;6,122
RA-364;364;2024;3,0;9,526;7,5;7,208
RA-539;539;2024;3,0;9,233;5,833;9,13
RA-573;573;2024;3,0;9,5;5,0;6,828
RA-1107;1107;2024;3,0;6,2;2,5;6,785
RA-368;368;2024;3,0;6,167;7,0;6,702
RA-387;387;2024;3,0;7,167;4,333;5,998
RA-556;556;2024;3,0;6,171;3,833;6,162
RA-389;389;2024;3,0;6,674;5,167;6,745
RA-390;390;2024;3,0;6,081;4,167;6,08
RA-376;376;2024;3,0;8,287;2,833;6,325
RA-584;584;2024;3,0;5,636;4,333;6,37
RA-535;535;2024;3,0;7,162;6,0;7,5
RA-547;547;2024;3,0;7,031;6,833;5,932
RA-557;557;2024;3,0;8,756;9,667;9,576
RA-548;548;2024;3,0;7,6;6,667;5,626
RA-1102;1102;2024;3,0;9,39;9,333;7,07
RA-1532;1532;2024;3,0;3,906;2,0;6,832
RA-538;538;2024;3,0;7,669;6,167;5,292
RA-365;365;2024;3,0;10,0;6,667;8,202
RA-563;563;2024;3,0;9,462;8,333;7,468
RA-1157;1157;2024;3,0;9,083;7,0;8,466
RA-258;258;2024;3,0;6,944;2,5;6,732
RA-369;369;2024;3,0;4,908;1,667;5,428
RA-375;375;2024;3,0;9,444;6,833;6,432
RA-1533;1533;2024;3,0;9,71;9,5;8,338
RA-1534;1534;2024;3,0;9,667;1,167;8,082
RA-1160;1160;2024;3,0;8,201;3,167;6,248
RA-562;562;2024;3,0;9,833;7,833;7,25
RA-1112;1112;2024;3,0;9,028;4,0;4,705
RA-1535;1535;2024;3,0;5,103;5,833;7,918
RA-1536;1536;2024;3,0;8,722;7,0;7,458
RA-357;357;2024;3,0;9,028;7,667;7,082
RA-583;583;2024;3,0;8,904;5,0;6,87
RA-1537;1537;2024;3,0;8,331;8,667;8,67
RA-599;599;2024;3,0;8,608;7,667;7,28
RA-651;651;2024;3,0;10,0;7,5;8,337
RA-1131;1131;2024;3,0;9,278;8,333;7,893
RA-403;403;2024;3,0;7,361;7,667;7,613
RA-1538;1538;2024;3,0;7,935;7,167;7,107
RA-469;469;2024;3,0;9,498;5,0;6,94
RA-1121;1121;2024;3,0;10,0;6,667;8,28
RA-1122;1122;2024;3,0;9,861;5,333;7,22
RA-422;422;2024;3,0;6,157;2,833;5,5
RA-1117;1117;2024;3,0;8,315;5,667;6,833
RA-1539;1539;2024;3,0;9,028;6,833;7,057
RA-618;618;2024;3,0;8,324;4,167;6,827
RA-669;669;2024;3,0;4,852;5,333;6,883
RA-408;408;2024;3,0;4,981;4,833;6,777
RA-610;610;2024;3,0;9,694;6,333;8,337
RA-409;409;2024;3,0;9,231;7,167;7,223
RA-464;464;2024;3,0;7,851;4,333;7,118
RA-1165;1165;2024;3,0;6,83;8,0;7,83
RA-466;466;2024;3,0;7,223;4,0;7,665
RA-414;414;2024;3,0;8,43;6,0;5,67
RA-401;401;2024;3,0;6,839;4,833;6,915
RA-1141;1141;2024;3,0;6,192;4,167;6,782
RA-592;592;2024;3,0;6,108;7,833;7,625
RA-474;474;2024;3,0;5,819;3,0;6,872
RA-602;602;2024;3,0;9,671;7,333;8,545
RA-666;666;2024;3,0;7,882;7,167;8,375
RA-604;604;2024;3,0;7,503;7,0;6,21
RA-476;476;2024;3,0;6,596;4,5;6,745
RA-423;423;2024;3,0;6,501;4,333;6,828
RA-631;631;2024;3,0;7,212;4,167;6,245
RA-658;658;2024;3,0;10,0;3,667;6,738
RA-1540;1540;2024;3,0;5,0;2,667;6,83
RA-1541;1541;2024;3,0;8,633;8,167;7,736
RA-1114;1114;2024;3,0;9,533;5,0;7,836
RA-662;662;2024;3,0;7,611;4,167;7,234
RA-760;760;2024;3,0;7,091;5,0;6,158
RA-1542;1542;2024;3,0;6,305;3,167;6,966
RA-404;404;2024;3,0;6,286;5,667;6,998
RA-1119;1119;2024;3,0;8,717;5,667;7,698
RA-1116;1116;2024;3,0;3,356;2,333;5,066
RA-667;667;2024;3,0;7,039;4,667;6,966
RA-605;605;2024;3,0;6,194;2,667;5,534
RA-1543;1543;2024;3,0;8,077;5,0;7,066
RA-1118;1118;2024;3,0;7,846;3,833;6,866
RA-1544;1544;2024;3,0;8,675;5,833;6,598
RA-1545;1545;2024;3,0;6,211;8,167;6,165
RA-1127;1127;2024;3,0;10,0;5,833;7,67
RA-1129;1129;2024;3,0;7,137;6,833;5,745
RA-1546;1546;2024;3,0;6,375;4,667;6,17
RA-1130;1130;2024;3,0;6,278;4,333;5,33
RA-1168;1168;2024;3,0;7,682;5,667;6,33
RA-613;613;2024;3,0;9,567;7,333;6,25
RA-433;433;2024;3,0;8,381;4,833;6,415
RA-1547;1547;2024;3,0;6,467;6,667;6,335
RA-1548;1548;2024;3,0;5,242;4,833;5,665
RA-304;304;2024;3,0;7,827;7,167;5,825
RA-1549;1549;2024;3,0;7,441;4,167;6,325
RA-632;632;2024;3,0;8,999;4,167;7,875
RA-633;633;2024;3,0;4,707;3,333;6,118
RA-1137;1137;2024;3,0;7,589;3,5;7,458
RA-646;646;2024;3,0;9,267;6,167;7,748
RA-1550;1550;2024;3,0;5,222;4,333;6,202
RA-1139;1139;2024;3,0;6,153;4,667;7,04
RA-444;444;2024;3,0;6,377;3,667;5,96
RA-445;445;2024;3,0;8,716;4,0;7,372
RA-639;639;2024;3,0;5,278;3,833;6,162
RA-1142;1142;2024;3,0;9,133;8,5;7,335
RA-1551;1551;2024;3,0;4,771;3,5;6,79
RA-458;458;2024;3,0;3,74;4,0;6,83
RA-1552;1552;2024;3,0;9,744;3,167;7,165
RA-1170;1170;2024;3,0;5,565;3,5;6,748
RA-642;642;2024;3,0;9,149;4,0;6,998
RA-1553;1553;2024;3,0;9,004;4,333;7,78
RA-1554;1554;2024;3,0;9,63;4,0;7,22
RA-649;649;2024;3,0;6,004;3,667;7,333
RA-1136;1136;2024;3,0;4,548;1,667;6,383
RA-653;653;2024;3,0;9,537;5,167;7,89
RA-456;456;2024;3,0;9,382;6,5;8,893
RA-655;655;2024;3,0;10,0;6,833;7,167
RA-656;656;2024;3,0;5,978;4,167;6,107
RA-657;657;2024;3,0;9,6;7,5;7,057
RA-1555;1555;2024;3,0;10,0;3,0;8,057
RA-461;461;2024;3,0;9,182;4,5;7,057
RA-398;398;2024;3,0;5,733;8,0;6,553
RA-586;586;2024;3,0;9,241;8,5;8,057
RA-623;623;2024;3,0;7,4;4,0;7,05
RA-588;588;2024;3,0;9,833;7,833;8,0
RA-626;626;2024;3,0;3,38;5,333;6,443
RA-1556;1556;2024;3,0;5,222;4,0;7,44
RA-455;455;2024;3,0;6,111;4,5;7,277
RA-614;614;2024;3,0;9,7;6,833;7,603
RA-434;434;2024;3,0;5,062;5,5;6,55
RA-603;603;2024;3,0;7,156;4,667;6,217
RA-1133;1133;2024;3,0;9,841;4,5;8,83
RA-616;616;2024;3,0;3,088;3,833;4,947
RA-1134;1134;2024;3,0;8,914;6,0;6,883
RA-1557;1557;2024;3,0;8,917;7,0;7,72
RA-670;670;2024;3,0;9,441;8,667;8,167
RA-620;620;2024;3,0;3,984;2,5;5,887
RA-1149;1149;2024;4,0;10,0;6,0;8,706
RA-1558;1558;2024;4,0;8,705;5,5;8,302
RA-326;326;2024;4,0;8,973;9,333;8,704
RA-339;339;2024;4,0;7,156;8,167;7,668
RA-179;179;2024;4,0;9,408;8,167;8,44
RA-1559;1559;2024;4,0;5,293;4,667;7,604
RA-332;332;2024;4,0;7,605;7,0;8,706
RA-1560;1560;2024;4,0;9,206;8,167;8,336
RA-1153;1153;2024;4,0;9,702;8,5;9,074
RA-183;183;2024;4,0;9,249;7,5;8,372
RA-199;199;2024;4,0;7,555;7,167;8,206
RA-1561;1561;2024;4,0;9,175;9,0;7,734
RA-336;336;2024;4,0;5,512;5,833;7,196
RA-347;347;2024;4,0;9,673;7,667;7,766
RA-397;397;2024;4,0;7,885;5,667;7,398
RA-338;338;2024;4,0;7,442;6,833;8,838
RA-392;392;2024;4,0;5,415;1,0;3,545
RA-352;352;2024;4,0;4,454;3,167;6,792
RA-1562;1562;2024;4,0;8,667;0,5;6,872
RA-367;367;2024;4,0;7,268;5,0;7,628
RA-1563;1563;2024;4,0;8,306;7,0;8,46
RA-1564;1564;2024;4,0;4,942;2,167;5,288
RA-1565;1565;2024;4,0;8,102;5,5;6,038
RA-1566;1566;2024;4,0;9,247;6,5;8,335
RA-1567;1567;2024;4,0;8,771;8,167;8,335
RA-356;356;2024;4,0;6,656;5,333;6,538
RA-1568;1568;2024;4,0;7,493;8,167;8,502
RA-247;247;2024;4,0;8,307;4,333;8,588
RA-204;204;2024;4,0;6,827;7,5;8,588
RA-1569;1569;2024;4,0;7,111;2,167;6,918
RA-1570;1570;2024;4,0;7,542;8,333;8,672
RA-1571;1571;2024;4,0;9,111;5,667;8,545
RA-1572;1572;2024;4,0;9,841;7,5;8,393
RA-1150;1150;2024;4,0;6,481;6,833;7,947
RA-1573;1573;2024;4,0;6,12;5,0;8,557
RA-1574;1574;2024;4,0;8,399;7,333;8,617
RA-1151;1151;2024;4,0;9,722;9,0;9,393
RA-1575;1575;2024;4,0;8,624;5,333;8,28
RA-1081;1081;2024;4,0;9,524;8,833;8,95
RA-342;342;2024;4,0;7,728;4,5;7,723
RA-1576;1576;2024;4,0;9,524;6,667;8,44
RA-187;187;2024;4,0;9,537;7,833;9,06
RA-359;359;2024;4,0;7,163;5,5;8,333
RA-1577;1577;2024;4,0;4,993;4,333;7,273
RA-236;236;2024;4,0;7,891;4,5;6,362
RA-249;249;2024;4,0;6,645;5,0;7,064
RA-239;239;2024;4,0;6,362;6,667;8,502
RA-382;382;2024;4,0;6,325;3,0;6,43
RA-383;383;2024;4,0;8,6;5,833;8,47
RA-1155;1155;2024;4,0;8,889;4,667;8,87
RA-384;384;2024;4,0;8,608;7,5;7,936
RA-1156;1156;2024;4,0;7,821;2,0;7,5
RA-1578;1578;2024;4,0;6,762;7,333;8,636
RA-388;388;2024;4,0;6,349;4,333;5,764
RA-260;260;2024;4,0;9,675;7,0;8,502
RA-395;395;2024;4,0;6,922;4,333;8,464
RA-262;262;2024;4,0;4,855;4,167;6,296
RA-1579;1579;2024;4,0;9,09;7,167;9,272
RA-1580;1580;2024;4,0;9,05;6,167;9,168
RA-377;377;2024;4,0;7,698;5,167;7,634
RA-250;250;2024;4,0;9,63;9,167;8,95
RA-1581;1581;2024;4,0;7,835;6,333;7,387
RA-1582;1582;2024;4,0;8,069;4,5;6,667
RA-1583;1583;2024;4,0;7,754;8,167;9,007
RA-450;450;2024;4,0;8,954;7,5;7,58
RA-426;426;2024;4,0;7,905;4,833;8,0
RA-1584;1584;2024;4,0;9,153;5,5;8,168
RA-313;313;2024;4,0;9,667;4,833;8,168
RA-467;467;2024;4,0;9,14;6,833;7,54
RA-1585;1585;2024;4,0;6,775;4,0;7,792
RA-432;432;2024;4,0;10,0;5,5;7,288
RA-1586;1586;2024;4,0;6,129;5,667;7,54
RA-470;470;2024;4,0;8,012;3,333;6,498
RA-417;417;2024;4,0;8,402;8,833;8,292
RA-407;407;2024;4,0;7,615;3,667;7,875
RA-1587;1587;2024;4,0;10,0;3,75;8,208
RA-1588;1588;2024;4,0;8,641;4,0;7,415
RA-424;424;2024;4,0;9,616;3,333;7,162
RA-1193;1193;2024;4,0;7,763;4,0;7,79
RA-411;411;2024;4,0;9,148;4,833;7,412
RA-412;412;2024;4,0;8,456;7,333;8,125
RA-428;428;2024;4,0;8,898;5,0;7,625
RA-315;315;2024;4,0;5,919;6,833;7,628
RA-442;442;2024;4,0;5,915;5,0;7,878
RA-301;301;2024;4,0;7,495;9,0;8,21
RA-1163;1163;2024;4,0;9,825;7,833;8,755
RA-402;402;2024;4,0;3,074;4,167;6,118
RA-1589;1589;2024;4,0;6,259;2,5;7,54
RA-1162;1162;2024;4,0;9,136;5,667;7,038
RA-471;471;2024;4,0;7,028;5,5;8,042
RA-416;416;2024;4,0;8,973;8,0;9,13
RA-303;303;2024;4,0;3,952;5,667;7,535
RA-418;418;2024;4,0;10,0;9,333;9,048
RA-419;419;2024;4,0;9,382;8,167;8,548
RA-420;420;2024;4,0;9,558;4,0;7,96
RA-1166;1166;2024;4,0;8,498;6,333;8,625
RA-425;425;2024;4,0;10,0;9,0;8,838
RA-1590;1590;2024;4,0;8,268;8,667;8,806
RA-1591;1591;2024;4,0;6,431;3,5;7,064
RA-273;273;2024;4,0;7,323;4,5;6,896
RA-1592;1592;2024;4,0;6,855;5,5;7,432
RA-457;457;2024;4,0;8,744;8,667;7,77
RA-305;305;2024;4,0;7,899;4,833;7,03
RA-421;421;2024;4,0;9,541;6,667;8,572
RA-1169;1169;2024;4,0;8,444;6,833;6,8
RA-1593;1593;2024;4,0;4,869;6,5;8,538
RA-1594;1594;2024;4,0;6,113;3,0;5,996
RA-283;283;2024;4,0;9,762;8,0;7,736
RA-459;459;2024;4,0;8,454;4,667;7,366
RA-454;454;2024;4,0;6,633;3,667;5,833
RA-1595;1595;2024;4,0;7,95;2,333;7,022
RA-1596;1596;2024;4,0;10,0;3,333;8,227
RA-170;170;2024;4,0;8,5;8,0;8,028
RA-1597;1597;2024;4,0;8,413;2,833;8,28
RA-1171;1171;2024;4,0;7,23;7,5;8,643
RA-116;116;2024;5,0;7,535;4,5;6,73
RA-217;217;2024;5,0;8,918;7,833;6,994
RA-103;103;2024;5,0;9,603;9,167;8,872
RA-178;178;2024;5,0;8,739;4,167;6,53
RA-1172;1172;2024;5,0;6,063;3,333;6,196
RA-180;180;2024;5,0;9,432;8,5;8,674
RA-181;181;2024;5,0;8,737;4,333;8,436
RA-121;121;2024;5,0;8,153;8,833;6,764
RA-211;211;2024;5,0;9,38;7,0;7,866
RA-1198;1198;2024;5,0;9,459;3,5;7,332
RA-110;110;2024;5,0;9,697;8,5;8,504
RA-189;189;2024;5,0;10,0;8,167;8,2
RA-127;127;2024;5,0;9,489;7,833;8,538
RA-115;115;2024;5,0;4,165;4,167;5,726
RA-215;215;2024;5,0;6,456;5,667;7,432
RA-1598;1598;2024;5,0;8,857;7,5;8,236
RA-1174;1174;2024;5,0;8,35;5,0;7,266
RA-192;192;2024;5,0;6,364;7,167;6,9
RA-220;220;2024;5,0;8,198;6,833;7,332
RA-186;186;2024;5,0;9,64;7,167;8,672
RA-1181;1181;2024;5,0;5,036;3,833;5,862
RA-1599;1599;2024;5,0;9,667;6,5;7,566
RA-111;111;2024;5,0;9,489;8,333;8,74
RA-1600;1600;2024;5,0;8,426;5,667;6,03
RA-1601;1601;2024;5,0;7,0;6,5;8,335
RA-176;176;2024;5,0;9,545;8,833;8,545
RA-1602;1602;2024;5,0;8,782;7,167;7,875
RA-1603;1603;2024;5,0;9,259;8,333;7,835
RA-1604;1604;2024;5,0;7,778;8,5;8,88
RA-193;193;2024;5,0;9,848;7,0;8,752
RA-195;195;2024;5,0;9,683;7,833;8,965
RA-196;196;2024;5,0;9,69;8,0;8,922
RA-197;197;2024;5,0;9,848;8,333;8,795
RA-229;229;2024;5,0;9,841;8,833;8,838
RA-202;202;2024;5,0;7,881;7,5;7,75
RA-1176;1176;2024;5,0;9,683;9,167;8,922
RA-1177;1177;2024;5,0;9,825;7,333;8,125
RA-146;146;2024;5,0;9,514;9,333;8,304
RA-1199;1199;2024;5,0;8,571;9,0;8,466
RA-1178;1178;2024;5,0;9,683;8,333;8,696
RA-149;149;2024;5,0;4,104;3,833;6,626
RA-1605;1605;2024;5,0;5,069;2,5;7,028
RA-107;107;2024;5,0;7,995;4,667;6,964
RA-184;184;2024;5,0;8,697;8,167;9,004
RA-1606;1606;2024;5,0;5,148;2,5;7,132
RA-1607;1607;2024;5,0;6,222;0,0;6,762
RA-1608;1608;2024;5,0;7,199;5,0;6,83
RA-1173;1173;2024;5,0;9,666;5,833;8,2
RA-237;237;2024;5,0;9,69;7,667;8,337
RA-147;147;2024;5,0;9,277;6,167;7,387
RA-131;131;2024;5,0;9,444;5,0;7,387
RA-1609;1609;2024;5,0;9,667;6,0;7,943
RA-137;137;2024;5,0;7,583;6,833;6,277
RA-1184;1184;2024;5,0;8,658;7,667;7,5
RA-138;138;2024;5,0;8,752;5,833;7,443
RA-1610;1610;2024;5,0;7,754;5,167;6,107
RA-1611;1611;2024;5,0;8,361;4,5;5,887
RA-1612;1612;2024;5,0;8,524;6,167;6,94
RA-1188;1188;2024;5,0;10,0;7,0;7,107
RA-1613;1613;2024;5,0;7,143;3,0;6,217
RA-244;244;2024;5,0;10,0;9,5;8,17
RA-267;267;2024;5,0;8,286;2,0;6,273
RA-1189;1189;2024;5,0;8,672;7,667;7,107
RA-113;113;2024;5,0;7,064;6,667;7,107
RA-152;152;2024;5,0;7,338;5,167;7,443
RA-318;318;2024;5,0;9,13;4,667;7,443
RA-274;274;2024;5,0;9,648;9,333;8,227
RA-319;319;2024;5,0;9,024;5,833;7,667
RA-160;160;2024;5,0;7,417;5,667;7,723
RA-161;161;2024;5,0;7,966;4,0;7,837
RA-1614;1614;2024;5,0;6,574;6,5;7,11
RA-164;164;2024;5,0;8,085;5,667;6,887
RA-165;165;2024;5,0;9,431;8,5;7,893
RA-1615;1615;2024;5,0;9,833;8,333;7,458
RA-1616;1616;2024;5,0;8,436;6,167;7,12
RA-271;271;2024;5,0;8,958;7,333;6,748
RA-316;316;2024;5,0;10,0;8,0;8,378
RA-286;286;2024;5,0;4,032;3,167;5,782
RA-320;320;2024;5,0;10,0;6,667;8,378
RA-1207;1207;2024;5,0;6,581;5,333;6,538
RA-1617;1617;2024;5,0;5,571;3,25;6,118
RA-158;158;2024;5,0;7,796;4,0;6,745
RA-306;306;2024;5,0;7,7;2,833;6,412
RA-1618;1618;2024;5,0;7,908;6,333;6,83
RA-308;308;2024;5,0;8,715;6,5;7,122
RA-1619;1619;2024;5,0;9,259;4,25;7,205
RA-299;299;2024;5,0;8,964;8,167;7,5
RA-251;251;2024;5,0;8,613;4,5;7,327
RA-157;157;2024;5,0;10,0;9,667;8,727
RA-1620;1620;2024;5,0;6,667;5,167;7,05
RA-321;321;2024;5,0;9,535;7,167;7,777
RA-1195;1195;2024;5,0;9,855;6,167;7,663
RA-1200;1200;2024;5,0;7,099;1,5;6,27
RA-278;278;2024;5,0;9,855;9,333;7,947
RA-85;85;2024;5,0;8,668;7,667;6,993
RA-279;279;2024;5,0;10,0;9,333;8,727
RA-1621;1621;2024;5,0;10,0;8,333;8,447
RA-280;280;2024;5,0;9,855;9,333;8,67
RA-1201;1201;2024;5,0;9,524;9,0;8,56
RA-1622;1622;2024;5,0;10,0;9,667;7,89
RA-132;132;2024;6,0;8,381;8,333;8,44
RA-42;42;2024;6,0;9,683;8,167;7,134
RA-1623;1623;2024;6,0;8,519;6,0;7,666
RA-106;106;2024;6,0;8,762;5,667;7,872
RA-123;123;2024;6,0;8,413;7,167;6,43
RA-125;125;2024;6,0;5,643;6,167;7,232
RA-1624;1624;2024;6,0;9,46;7,5;7,636
RA-1625;1625;2024;6,0;7,113;4,333;6,896
RA-1626;1626;2024;6,0;9,697;7,333;8,404
RA-1627;1627;2024;6,0;7,778;7,833;8,172
RA-1628;1628;2024;6,0;8,51;5,833;6,798
RA-112;112;2024;6,0;7,978;8,0;8,004
RA-1629;1629;2024;6,0;8,646;7,25;7,266
RA-91;91;2024;6,0;7,476;7,333;8,068
RA-167;167;2024;6,0;9,474;8,167;8,334
RA-1203;1203;2024;6,0;9,649;9,0;8,572
RA-94;94;2024;6,0;9,667;8,0;8,2
RA-81;81;2024;6,0;9,333;7,5;7,798
RA-1630;1630;2024;6,0;9,833;7,333;8,702
RA-171;171;2024;6,0;7,833;8,333;7,598
RA-1220;1220;2024;6,0;8,556;7,667;6,26
RA-1631;1631;2024;6,0;10,0;7,167;8,468
RA-1632;1632;2024;6,0;10,0;6,667;8,066
RA-1210;1210;2024;6,0;10,0;5,5;8,166
RA-175;175;2024;6,0;9,474;8,5;7,766
RA-80;80;2024;7,0;7,896;7,0;7,947
RA-40;40;2024;7,0;7,211;5,333;6,277
RA-1214;1214;2024;7,0;9,082;8,0;7,663
RA-92;92;2024;7,0;8,769;7,5;6,33
RA-45;45;2024;7,0;9,619;8,0;8,283
RA-56;56;2024;7,0;9,265;7,667;9,233
RA-57;57;2024;7,0;6,011;6,167;7,39
RA-58;58;2024;7,0;9,825;7,333;8,62
RA-78;78;2024;7,0;8,028;7,5;7,39
RA-87;87;2024;7,0;9,649;9,167;9,623
RA-64;64;2024;7,0;8,981;8,167;8,283
RA-48;48;2024;7,0;8,339;7,5;8,23
RA-1230;1230;2024;7,0;0,0;0,0;7,5
RA-90;90;2024;7,0;9,0;8,067;7,5
RA-269;269;2024;7,0;9,6;8,2;7,5
RA-270;270;2024;7,0;0,0;0,0;7,5
RA-76;76;2024;7,0;9,0;7,067;7,5
RA-153;153;2024;7,0;0,0;0,0;7,5
RA-1226;1226;2024;7,0;9,0;6,067;7,5
RA-93;93;2024;7,0;9,932;7,483;7,5
RA-119;119;2024;7,0;9,983;7,367;7,5
RA-241;241;2024;7,0;9,892;6,817;7,5
RA-242;242;2024;7,0;9,621;7,65;7,5
RA-52;52;2024;7,0;9,438;7,217;7,5
RA-1227;1227;2024;7,0;0,0;0,0;7,5
RA-245;245;2024;7,0;9,953;8,033;7,5
RA-246;246;2024;7,0;0,0;0,0;7,5
RA-1228;1228;2024;7,0;0,0;0,0;7,5
RA-1229;1229;2024;7,0;0,0;0,0;7,5
RA-98;98;2024;7,0;9,546;8,9;7,5
RA-277;277;2024;7,0;9,742;6,9;7,5
